method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
ours,5,0.7952197171198413,0.009698688834877489,0.7932320496827132,0.011033424259112124,0.7942258834012772,0.010344503761925937
baseline,5,0.7919984976036789,0.017849983614833052,0.7897512878143286,0.01456940124391037,0.7908748927090038,0.016136750973804518
