method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,1515.203460097598,306.10813420483186,1.0493469379196234,0.21909656586717666,9901.4130859375,0.0
cagrad,6442.790717230184,304.74711209434673,6.178689732091024,0.2801322580963199,9901.4130859375,0.0
ours,1130.9918160056113,318.3480809887743,0.7691327976218542,0.23174341032897564,7193.8369140625,0.0
