method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
ours,5,0.7549022854201001,0.003960605578423996,0.7506856121170635,0.003619922383374468,0.7527939487685817,0.0033237648613897598
baseline,5,0.7538833481364989,0.010187646317101126,0.751286195674209,0.008746195811625796,0.7525847719053539,0.00935826125104008
cagrad,5,0.7539549800973377,0.009556776566383011,0.7460988653289273,0.01219801877402099,0.7500269227131326,0.010250422533620494
