method,task_key,task_name,n_seeds,task_acc_mean,task_acc_std,task_loss_mean,task_loss_std
baseline,glue_cola,glue/cola,5,0.7787152444870566,0.008940780998561675,0.49358991502450056,0.01997893212100182
baseline,glue_mrpc,glue/mrpc,5,0.8029411764705883,0.007994856093284361,0.5370011389292617,0.06321274453895417
baseline,glue_rte,glue/rte,5,0.672202166064982,0.01636936324729912,0.761524936209832,0.07047361911176317
cagrad,glue_cola,glue/cola,5,0.7723873441994247,0.011025469999206167,0.5093876754154116,0.049477269115430905
cagrad,glue_mrpc,glue/mrpc,5,0.7980392156862746,0.014673166222642897,0.5289224914859469,0.04676728978897465
cagrad,glue_rte,glue/rte,5,0.6678700361010831,0.01923886295230937,0.7262317504829594,0.06147125065162745
ours,glue_cola,glue/cola,5,0.7748801534036434,0.0071850408418773284,0.5224625930296727,0.02770549024889744
ours,glue_mrpc,glue/mrpc,5,0.7955882352941176,0.008143748885213815,0.5351240745039118,0.06192028030600491
ours,glue_rte,glue/rte,5,0.6815884476534297,0.006617437826651006,0.755083765182112,0.08720193099378598
