method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.eps,method.ours.lambda_align,train.lr
ablation,coarse_default,coarse,1,0.6143736413794393,0.0,0.6143736413794393,0.6143736413794393,1e-08,0.001,2e-05
ablation,coarse_000,coarse,1,0.5038945378909121,0.0,0.5038945378909121,0.5038945378909121,7.594927668512004e-07,0.0006111231519155428,3.0561322966883563e-06
