method,task_key,task_name,n_seeds,task_acc_mean,task_acc_std,task_loss_mean,task_loss_std
baseline,glue_cola,glue/cola,5,0.823777564717162,0.010579569874695103,0.5415709571792942,0.04862070441241949
cagrad,glue_cola,glue/cola,5,0.8199424736337487,0.008211932159295837,0.5273873769607622,0.05200112332516697
ours,glue_cola,glue/cola,5,0.8193672099712368,0.011158072119636557,0.5679731355627264,0.0770019170725188
