method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
baseline,5,0.8345158197507191,0.00660371058781308,0.823777564717162,0.010579569874695102,0.8291466922339407,0.006364113816021525
ours,5,0.829530201342282,0.006817407031498047,0.8193672099712368,0.011158072119636557,0.8244487056567593,0.008588378015938149
cagrad,5,0.8274209012464044,0.0019175455417066,0.8199424736337487,0.008211932159295837,0.8236816874400766,0.004003952640042431
