method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,-0.06451121080478127
baseline,e0,e2,-0.17272063302978954
baseline,e0,e3,0.01714587446324561
baseline,e1,e0,-0.06451121080478127
baseline,e1,e1,1.0
baseline,e1,e2,-0.09969173663122421
baseline,e1,e3,0.047649916628900904
baseline,e2,e0,-0.17272063302978954
baseline,e2,e1,-0.09969173663122421
baseline,e2,e2,1.0
baseline,e2,e3,-0.023708169765096317
baseline,e3,e0,0.01714587446324561
baseline,e3,e1,0.047649916628900904
baseline,e3,e2,-0.023708169765096317
baseline,e3,e3,1.0
cagrad,e0,e0,1.0
cagrad,e0,e1,-0.09709533339143067
cagrad,e0,e2,0.09154039714681805
cagrad,e0,e3,0.008774482129950295
cagrad,e1,e0,-0.09709533339143067
cagrad,e1,e1,1.0
cagrad,e1,e2,-0.05526620310463728
cagrad,e1,e3,0.08532224618078835
cagrad,e2,e0,0.09154039714681805
cagrad,e2,e1,-0.05526620310463728
cagrad,e2,e2,1.0
cagrad,e2,e3,-0.0568145007121458
cagrad,e3,e0,0.008774482129950295
cagrad,e3,e1,0.08532224618078835
cagrad,e3,e2,-0.0568145007121458
cagrad,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,0.1498451699719944
ours,e0,e2,0.1926734777895176
ours,e0,e3,0.06237266606778944
ours,e1,e0,0.1498451699719944
ours,e1,e1,1.0
ours,e1,e2,0.045673537926080185
ours,e1,e3,0.09616704831501806
ours,e2,e0,0.1926734777895176
ours,e2,e1,0.045673537926080185
ours,e2,e2,1.0
ours,e2,e3,0.08720387686734465
ours,e3,e0,0.06237266606778944
ours,e3,e1,0.09616704831501806
ours,e3,e2,0.08720387686734465
ours,e3,e3,1.0
