method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,local_var_topk_001,local_var_topk,2,0.6669675090252707,0.006317689530685955,0.6696750902527075,0.6642599277978339,0.00018695426,0.5039649001674528,1.6782406e-05,0.038026134869
ours,coord_04_method_ours_lambda_align_018,coord:method.ours.lambda_align,2,0.6651624548736462,0.0009025270758122872,0.6696750902527075,0.6606498194945849,0.002784315529814103,0.5039649001674528,3.356481249128643e-05,0.03802613486924597
ours,coord_03_train_grad_clip_012,coord:train.grad_clip,2,0.6642599277978339,0.02527075812274371,0.6642599277978339,0.6642599277978339,0.001,0.6534831993378258,3.356481249128643e-05,0.03802613486924597
ours,local_var_topk_002,local_var_topk,2,0.6624548736462095,0.016245487364621003,0.6642599277978339,0.6606498194945849,0.00018695426,0.5039649001674528,1.6782406e-05,0.048026134869
ours,coord_01_train_lr_010,coord:train.lr,2,0.6624548736462094,0.009025270758122761,0.6624548736462094,0.6624548736462094,0.001,1.0,2.521629284502662e-05,0.01
ours,local_var_topk_007,local_var_topk,2,0.6606498194945849,5.551115123125783e-17,0.6660649819494584,0.6552346570397112,0.000747817041,0.5039649001674528,1.6782406e-05,0.038026134869
ours,coord_01_train_lr_008,coord:train.lr,2,0.6588447653429603,0.034296028880866414,0.6588447653429603,0.6588447653429603,0.001,1.0,1.595254205679734e-05,0.01
ours,coord_02_train_weight_decay_001,coord:train.weight_decay,2,0.6588447653429603,0.0018050541516245189,0.6588447653429603,0.6588447653429603,0.001,1.0,3.356481249128643e-05,0.025761370357300944
ours,coord_04_method_ours_lambda_align_013,coord:method.ours.lambda_align,2,0.6588447653429603,0.023465703971119134,0.6624548736462095,0.6552346570397112,1.4182218091223143e-05,0.5039649001674528,3.356481249128643e-05,0.03802613486924597
ours,coord_04_method_ours_lambda_align_016,coord:method.ours.lambda_align,2,0.6588447653429603,0.0018050541516245189,0.6588447653429603,0.6588447653429603,0.005047737318427321,0.5039649001674528,3.356481249128643e-05,0.03802613486924597
ours,local_var_topk_012,local_var_topk,2,0.6588447653429603,0.0018050541516245189,0.6588447653429603,0.6588447653429603,0.00037390852,0.5039649001674528,3.3564812e-05,0.028026134869
ours,coord_04_method_ours_lambda_align_006,coord:method.ours.lambda_align,2,0.657942238267148,0.002707581227436806,0.6588447653429603,0.6570397111913358,0.007734370951139792,0.5039649001674528,3.356481249128643e-05,0.03802613486924597
ours,coord_02_train_weight_decay_008,coord:train.weight_decay,2,0.6570397111913358,0.03971119133574008,0.6570397111913358,0.6570397111913358,0.001,1.0,3.356481249128643e-05,0.022941220984173272
ours,local_var_topk_000,local_var_topk,2,0.6570397111913358,0.014440433212996373,0.6570397111913358,0.6570397111913358,0.00018695426,0.5039649001674528,1.6782406e-05,0.028026134869
ours,coord_03_train_grad_clip_010,coord:train.grad_clip,2,0.6561371841155235,0.0027075812274368616,0.6570397111913358,0.6552346570397112,0.001,1.8035428423900308,3.356481249128643e-05,0.03802613486924597
ours,coord_04_method_ours_lambda_align_003,coord:method.ours.lambda_align,2,0.6543321299638989,0.022563176895306902,0.6642599277978339,0.644404332129964,0.0032649501008336626,0.5039649001674528,3.356481249128643e-05,0.03802613486924597
ours,coord_02_train_weight_decay_014,coord:train.weight_decay,2,0.6534296028880866,0.014440433212996429,0.6534296028880866,0.6534296028880866,0.001,1.0,3.356481249128643e-05,0.03285287566903027
ours,coord_03_train_grad_clip_017,coord:train.grad_clip,2,0.6534296028880866,0.03610108303249099,0.6534296028880866,0.6534296028880866,0.001,0.8874671568771483,3.356481249128643e-05,0.03802613486924597
ours,coord_01_train_lr_005,coord:train.lr,2,0.6498194945848376,0.0072202166064981865,0.6498194945848376,0.6498194945848376,0.001,1.0,2.6527690644866382e-05,0.01
ours,coord_01_train_lr_022,coord:train.lr,2,0.6498194945848376,0.014440433212996373,0.6498194945848376,0.6498194945848376,0.001,1.0,5.8067523497474675e-06,0.01
ours,coord_03_train_grad_clip_014,coord:train.grad_clip,2,0.6498194945848376,0.014440433212996373,0.6534296028880866,0.6462093862815885,0.001,0.816096958480413,3.356481249128643e-05,0.03802613486924597
ours,coord_03_train_grad_clip_018,coord:train.grad_clip,2,0.6498194945848376,0.0,0.6498194945848376,0.6498194945848376,0.001,1.6382071638333375,3.356481249128643e-05,0.03802613486924597
ours,coord_01_anchor,coord:train.lr,2,0.648014440433213,0.045126353790613694,0.648014440433213,0.648014440433213,0.001,1.0,2e-05,0.01
ours,coord_02_train_weight_decay_006,coord:train.weight_decay,2,0.6462093862815885,0.03610108303249099,0.6462093862815885,0.6462093862815885,0.001,1.0,3.356481249128643e-05,0.04811190452922659
ours,coord_02_train_weight_decay_011,coord:train.weight_decay,2,0.6462093862815885,0.03610108303249099,0.6462093862815885,0.6462093862815885,0.001,1.0,3.356481249128643e-05,0.043221282843119845
ours,local_var_topk_006,local_var_topk,2,0.6462093862815885,0.018050541516245466,0.6462093862815885,0.6462093862815885,0.000747817041,0.5039649001674528,1.6782406e-05,0.028026134869
ours,coord_01_train_lr_007,coord:train.lr,2,0.6462093862815884,0.0036101083032490378,0.648014440433213,0.644404332129964,0.001,1.0,8.287954980982074e-06,0.01
ours,coord_02_train_weight_decay_020,coord:train.weight_decay,2,0.6462093862815884,0.014440433212996373,0.6462093862815884,0.6462093862815884,0.001,1.0,3.356481249128643e-05,0.04283921792436148
ours,local_var_topk_010,local_var_topk,2,0.6462093862815884,0.032490974729241895,0.6462093862815884,0.6462093862815884,0.00018695426,0.5039649001674528,3.3564812e-05,0.038026134869
ours,coord_04_method_ours_lambda_align_005,coord:method.ours.lambda_align,2,0.644404332129964,0.012635379061371854,0.644404332129964,0.644404332129964,2.4309853449390485e-05,0.5039649001674528,3.356481249128643e-05,0.03802613486924597
ours,coord_02_train_weight_decay_009,coord:train.weight_decay,2,0.6425992779783394,0.0072202166064981865,0.6425992779783394,0.6425992779783394,0.001,1.0,3.356481249128643e-05,0.031129456560456282
ours,coord_02_train_weight_decay_021,coord:train.weight_decay,2,0.6425992779783394,0.0,0.6425992779783394,0.6425992779783394,0.001,1.0,3.356481249128643e-05,0.03850320697612969
ours,local_var_topk_009,local_var_topk,2,0.6425992779783394,0.03610108303249099,0.6425992779783394,0.6425992779783394,0.00018695426,0.5039649001674528,3.3564812e-05,0.028026134869
ours,local_var_topk_013,local_var_topk,2,0.6389891696750902,0.02707581227436817,0.6425992779783394,0.6353790613718411,0.00037390852,0.5039649001674528,3.3564812e-05,0.038026134869
ours,local_var_topk_014,local_var_topk,2,0.6389891696750902,0.018050541516245466,0.6389891696750902,0.6389891696750902,0.00037390852,0.5039649001674528,3.3564812e-05,0.048026134869
ours,coord_03_train_grad_clip_019,coord:train.grad_clip,2,0.6344765342960288,0.018953068592057754,0.6498194945848376,0.6191335740072201,0.001,1.2514972774873965,3.356481249128643e-05,0.03802613486924597
ours,coord_02_train_weight_decay_013,coord:train.weight_decay,2,0.6335740072202166,0.012635379061371799,0.6335740072202166,0.6335740072202166,0.001,1.0,3.356481249128643e-05,0.047961469886517984
ours,coord_03_train_grad_clip_016,coord:train.grad_clip,2,0.6299638989169676,0.03790613718411556,0.6299638989169676,0.6299638989169676,0.001,0.9740671933715628,3.356481249128643e-05,0.03802613486924597
ours,coord_01_train_lr_016,coord:train.lr,2,0.628158844765343,0.021660649819494615,0.628158844765343,0.628158844765343,0.001,1.0,3.5435247698053836e-05,0.01
ours,coord_03_train_grad_clip_000,coord:train.grad_clip,2,0.628158844765343,0.0288808664259928,0.628158844765343,0.628158844765343,0.001,1.5160116774146188,3.356481249128643e-05,0.03802613486924597
ours,coord_02_train_weight_decay_010,coord:train.weight_decay,2,0.6272563176895307,0.05144404332129965,0.6787003610108303,0.575812274368231,0.001,1.0,3.356481249128643e-05,0.01569929631501374
ours,coord_03_train_grad_clip_003,coord:train.grad_clip,2,0.6263537906137184,0.01985559566787004,0.6263537906137184,0.6263537906137184,0.001,1.0736942906332496,3.356481249128643e-05,0.03802613486924597
ours,coord_02_anchor,coord:train.weight_decay,2,0.6245487364620939,0.02166064981949456,0.6245487364620939,0.6245487364620939,0.001,1.0,3.356481249128643e-05,0.01
ours,coord_02_train_weight_decay_002,coord:train.weight_decay,2,0.6227436823104693,0.08122743682310468,0.6299638989169676,0.6155234657039712,0.001,1.0,3.356481249128643e-05,0.0028208780978024373
ours,coord_02_train_weight_decay_017,coord:train.weight_decay,2,0.6227436823104693,0.01985559566787004,0.6227436823104693,0.6227436823104693,0.001,1.0,3.356481249128643e-05,0.021412339270628602
ours,coord_04_method_ours_lambda_align_000,coord:method.ours.lambda_align,2,0.6209386281588447,0.05054151624548736,0.651624548736462,0.5902527075812274,0.0002085502774794116,0.5039649001674528,3.356481249128643e-05,0.03802613486924597
ours,local_var_topk_011,local_var_topk,2,0.6209386281588447,0.03610108303249099,0.6371841155234657,0.6046931407942238,0.00018695426,0.5039649001674528,3.3564812e-05,0.048026134869
ours,coord_01_train_lr_001,coord:train.lr,2,0.6128158844765343,0.013537906137184141,0.6191335740072201,0.6064981949458483,0.001,1.0,6.093904653635503e-06,0.01
ours,coord_04_method_ours_lambda_align_009,coord:method.ours.lambda_align,2,0.6110108303249098,0.049638989169675074,0.6552346570397112,0.5667870036101083,0.00027088063293043466,0.5039649001674528,3.356481249128643e-05,0.03802613486924597
ours,coord_02_train_weight_decay_022,coord:train.weight_decay,2,0.6101083032490975,0.05054151624548742,0.6335740072202166,0.5866425992779783,0.001,1.0,3.356481249128643e-05,0.015476556327520243
ours,coord_03_train_grad_clip_011,coord:train.grad_clip,2,0.6101083032490975,0.025270758122743653,0.6119133574007221,0.6083032490974729,0.001,0.8709011209284162,3.356481249128643e-05,0.03802613486924597
ours,coord_04_method_ours_lambda_align_007,coord:method.ours.lambda_align,2,0.6083032490974729,0.06678700361010831,0.6083032490974729,0.6083032490974729,0.00034819237895551436,0.5039649001674528,3.356481249128643e-05,0.03802613486924597
ours,coord_03_train_grad_clip_004,coord:train.grad_clip,2,0.6074007220216606,0.10740072202166068,0.6209386281588448,0.5938628158844765,0.001,0.8112607949285354,3.356481249128643e-05,0.03802613486924597
ours,coord_03_train_grad_clip_005,coord:train.grad_clip,2,0.6064981949458483,0.05776173285198555,0.6173285198555957,0.5956678700361011,0.001,1.991165740762003,3.356481249128643e-05,0.03802613486924597
ours,coord_03_train_grad_clip_013,coord:train.grad_clip,2,0.6019855595667869,0.058664259927797835,0.6083032490974729,0.5956678700361011,0.001,1.589441035468639,3.356481249128643e-05,0.03802613486924597
ours,coord_04_method_ours_lambda_align_021,coord:method.ours.lambda_align,2,0.6010830324909747,0.045126353790613694,0.6010830324909747,0.6010830324909747,2.3628385147388267e-05,0.5039649001674528,3.356481249128643e-05,0.03802613486924597
ours,local_var_topk_017,local_var_topk,2,0.6010830324909747,0.03068592057761732,0.6010830324909747,0.6010830324909747,0.000747817041,0.5039649001674528,3.3564812e-05,0.048026134869
ours,coord_02_train_weight_decay_012,coord:train.weight_decay,2,0.5992779783393503,0.07220216606498192,0.5992779783393503,0.5992779783393503,0.001,1.0,3.356481249128643e-05,0.03779860090062903
ours,coord_03_train_grad_clip_001,coord:train.grad_clip,2,0.5974729241877257,0.018050541516245522,0.6173285198555957,0.5776173285198556,0.001,1.7645117906944783,3.356481249128643e-05,0.03802613486924597
ours,coord_03_train_grad_clip_007,coord:train.grad_clip,2,0.5974729241877257,0.0703971119133574,0.5974729241877257,0.5974729241877257,0.001,1.8833819174013477,3.356481249128643e-05,0.03802613486924597
ours,coord_03_train_grad_clip_015,coord:train.grad_clip,2,0.5947653429602888,0.09476534296028882,0.6083032490974729,0.5812274368231047,0.001,0.668779937363086,3.356481249128643e-05,0.03802613486924597
ours,coord_02_train_weight_decay_004,coord:train.weight_decay,2,0.5938628158844765,0.005415162454873668,0.6046931407942239,0.5830324909747293,0.001,1.0,3.356481249128643e-05,0.03438558910465587
ours,coord_03_train_grad_clip_008,coord:train.grad_clip,2,0.5902527075812274,0.09025270758122739,0.6173285198555957,0.5631768953068592,0.001,1.1089774084038875,3.356481249128643e-05,0.03802613486924597
ours,coord_03_train_grad_clip_020,coord:train.grad_clip,2,0.5902527075812274,0.052346570397111936,0.5902527075812274,0.5902527075812274,0.001,1.7219177691942897,3.356481249128643e-05,0.03802613486924597
ours,coord_03_train_grad_clip_022,coord:train.grad_clip,2,0.5875451263537905,0.046028880866425925,0.6353790613718411,0.5397111913357401,0.001,0.5039966201068447,3.356481249128643e-05,0.03802613486924597
ours,coord_03_anchor,coord:train.grad_clip,2,0.5857400722021661,0.08574007220216606,0.5992779783393503,0.572202166064982,0.001,1.0,3.356481249128643e-05,0.03802613486924597
ours,coord_04_method_ours_lambda_align_020,coord:method.ours.lambda_align,2,0.5857400722021661,0.05144404332129959,0.6263537906137184,0.5451263537906137,1.0626972866350665e-05,0.5039649001674528,3.356481249128643e-05,0.03802613486924597
ours,local_var_topk_022,local_var_topk,2,0.5839350180505416,0.08393501805054154,0.5974729241877257,0.5703971119133574,0.00037390852,0.5039649001674528,6.7129625e-05,0.038026134869
ours,local_var_topk_016,local_var_topk,2,0.5785198555956679,0.07851985559566788,0.592057761732852,0.5649819494584838,0.000747817041,0.5039649001674528,3.3564812e-05,0.038026134869
ours,coord_02_train_weight_decay_016,coord:train.weight_decay,2,0.5767148014440433,0.0767148014440433,0.5902527075812274,0.5631768953068592,0.001,1.0,3.356481249128643e-05,0.04528612259904585
ours,coord_04_method_ours_lambda_align_012,coord:method.ours.lambda_align,2,0.575812274368231,0.08122743682310468,0.592057761732852,0.5595667870036101,0.009330778085156435,0.5039649001674528,3.356481249128643e-05,0.03802613486924597
ours,coord_01_train_lr_003,coord:train.lr,2,0.5731046931407943,0.04602888086642598,0.5848375451263539,0.5613718411552346,0.001,1.0,5.7311085087922365e-05,0.01
ours,coord_01_train_lr_006,coord:train.lr,2,0.5685920577617329,0.027075812274368227,0.5956678700361011,0.5415162454873647,0.001,1.0,4.2333466349297045e-05,0.01
ours,coord_02_train_weight_decay_003,coord:train.weight_decay,2,0.5649819494584838,0.043321299638989175,0.5992779783393503,0.5306859205776173,0.001,1.0,3.356481249128643e-05,0.041458676361109024
ours,coord_02_train_weight_decay_000,coord:train.weight_decay,2,0.5640794223826715,0.0640794223826715,0.5776173285198556,0.5505415162454874,0.001,1.0,3.356481249128643e-05,0.03963349773650037
ours,local_var_topk_018,local_var_topk,2,0.5586642599277978,0.03158844765342955,0.5794223826714802,0.5379061371841156,0.00018695426,0.5039649001674528,6.7129625e-05,0.028026134869
ours,coord_03_train_grad_clip_009,coord:train.grad_clip,2,0.5469314079422383,0.04693140794223827,0.5938628158844765,0.5,0.001,0.7083602143821242,3.356481249128643e-05,0.03802613486924597
ours,coord_04_method_ours_lambda_align_011,coord:method.ours.lambda_align,2,0.546028880866426,0.04602888086642598,0.5794223826714802,0.5126353790613718,1.2672777761501722e-05,0.5039649001674528,3.356481249128643e-05,0.03802613486924597
ours,local_var_topk_025,local_var_topk,2,0.5370036101083033,0.009927797833934993,0.5740072202166066,0.5,0.000747817041,0.5039649001674528,6.7129625e-05,0.038026134869
ours,local_var_topk_019,local_var_topk,2,0.5324909747292419,0.005415162454873612,0.5649819494584838,0.5,0.00018695426,0.5039649001674528,6.7129625e-05,0.038026134869
ours,coord_02_train_weight_decay_015,coord:train.weight_decay,2,0.5288808664259927,0.0288808664259928,0.5848375451263539,0.4729241877256318,0.001,1.0,3.356481249128643e-05,0.001265792637898855
ours,local_var_topk_020,local_var_topk,2,0.5279783393501805,0.027978339350180514,0.555956678700361,0.5,0.00018695426,0.5039649001674528,6.7129625e-05,0.048026134869
ours,coord_01_train_lr_002,coord:train.lr,2,0.5270758122743683,0.0,0.5270758122743683,0.5270758122743683,0.001,1.0,0.0030628992009764716,0.01
ours,coord_01_train_lr_004,coord:train.lr,2,0.5270758122743683,0.0,0.5270758122743683,0.5270758122743683,0.001,1.0,0.00021585440778054102,0.01
ours,coord_01_train_lr_009,coord:train.lr,2,0.5270758122743683,0.0,0.5270758122743683,0.5270758122743683,0.001,1.0,0.00033486107247024106,0.01
ours,coord_01_train_lr_011,coord:train.lr,2,0.5270758122743683,0.0,0.5270758122743683,0.5270758122743683,0.001,1.0,0.0006460890536753747,0.01
ours,coord_01_train_lr_012,coord:train.lr,2,0.5270758122743683,0.0,0.5270758122743683,0.5270758122743683,0.001,1.0,0.0010668405339417924,0.01
ours,coord_01_train_lr_015,coord:train.lr,2,0.5270758122743683,0.0,0.5270758122743683,0.5270758122743683,0.001,1.0,0.00048053259769495726,0.01
ours,coord_01_train_lr_017,coord:train.lr,2,0.5270758122743683,0.0,0.5270758122743683,0.5270758122743683,0.001,1.0,0.0015122249813889564,0.01
ours,coord_01_train_lr_018,coord:train.lr,2,0.5270758122743683,0.0,0.5270758122743683,0.5270758122743683,0.001,1.0,0.0017708691511825342,0.01
ours,coord_01_train_lr_020,coord:train.lr,2,0.5270758122743683,0.0,0.5270758122743683,0.5270758122743683,0.001,1.0,0.0004451561434752597,0.01
ours,local_var_topk_023,local_var_topk,2,0.5207581227436824,0.020758122743682328,0.5685920577617329,0.4729241877256318,0.00037390852,0.5039649001674528,6.7129625e-05,0.048026134869
ours,local_var_topk_026,local_var_topk,2,0.5117328519855595,0.011732851985559567,0.5505415162454874,0.4729241877256318,0.000747817041,0.5039649001674528,6.7129625e-05,0.048026134869
ours,coord_01_train_lr_021,coord:train.lr,2,0.5,0.027075812274368255,0.5,0.5,0.001,1.0,0.00010264941086557266,0.01
ours,local_var_topk_024,local_var_topk,2,0.5,0.0,0.5270758122743683,0.4729241877256318,0.000747817041,0.5039649001674528,6.7129625e-05,0.028026134869
ours,coord_01_train_lr_014,coord:train.lr,2,0.4936823104693141,0.006317689530685899,0.5144404332129964,0.4729241877256318,0.001,1.0,7.050310524431253e-05,0.01
ours,local_var_topk_021,local_var_topk,2,0.4927797833935018,0.0072202166064981865,0.5126353790613718,0.4729241877256318,0.00037390852,0.5039649001674528,6.7129625e-05,0.028026134869
ours,coord_01_train_lr_013,coord:train.lr,2,0.4864620938628159,0.013537906137184114,0.5,0.4729241877256318,0.001,1.0,5.4846116356886335e-05,0.01
