method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.7865154766548071,0.01895715522114871,0.025360047699501304,0.04352004852495193,0.2596977261225347,0.1646920015014378,0.5467748155196508,0.11984602474313596,0.6211328081493936,0.06403434693421127,0.7255303700308597,0.1416199133733859,67771315765.71887,135542631053.75555,0.7,0.1632993161855452,1.0907730044866049,0.0029402156932833608,-0.007640845758436104,0.04404188131326575,0.4247525468724245,0.17854262980244587
ours,0.797551862716028,0.006069831723841049,0.056143839890569334,0.039091805159488756,0.17030316192656517,0.10397333400807827,0.5980592727661133,0.14209613553224978,0.5179865941953989,0.1035637553895518,0.7408703768739244,0.13222255334137475,264.2433626854117,407.8370567232244,0.6333333333333334,0.16329931618554522,1.0859353425878067,0.00331191694455113,0.00851071940982302,0.03471501587606582,0.22947124796079366,0.1380738225581893
