method,task_key,task_name,n_seeds,task_acc_mean,task_acc_std,task_loss_mean,task_loss_std
baseline,glue_cola,glue/cola,5,0.8013422818791947,0.0065702173342326985,0.5299465352107722,0.10291082848211475
baseline,glue_mrpc,glue/mrpc,5,0.8578431372549019,0.015884168378450622,0.4242170962295039,0.05432418950555231
baseline,glue_rte,glue/rte,5,0.7003610108303249,0.0533514893918012,0.6490943462433558,0.037847818733308426
ours,glue_cola,glue/cola,5,0.8149568552253117,0.007670182166826456,0.4736894250740759,0.016685121420800544
ours,glue_mrpc,glue/mrpc,5,0.8578431372549019,0.01454156566097188,0.4154729129351657,0.05584177458664768
ours,glue_rte,glue/rte,5,0.71985559566787,0.01671600996792813,0.6033889129236341,0.03224495753058786
