method,task_key,task_name,n_seeds,task_acc_mean,task_acc_std,task_loss_mean,task_loss_std
baseline,glue_cola,glue/cola,5,0.8287631831255992,0.015466880023068659,0.590321376055553,0.06121952383490028
baseline,glue_mrpc,glue/mrpc,5,0.8715686274509803,0.008713916095407444,0.5945309506380745,0.10241722352586712
baseline,glue_rte,glue/rte,5,0.7357400722021661,0.021099839994516183,1.2626571461489353,0.07221439741367006
baseline,glue_sst2,glue/sst2,5,0.9220183486238532,0.006803851823023552,0.23496444560379523,0.02475906730465733
ours,glue_cola,glue/cola,5,0.8268456375838926,0.011141583161138207,0.5969734782573528,0.046604124029504486
ours,glue_mrpc,glue/mrpc,5,0.8696078431372548,0.010784313725490187,0.5786854619901696,0.07440345182366696
ours,glue_rte,glue/rte,5,0.7249097472924187,0.01729840945951037,1.3300699961676616,0.05982440009396907
ours,glue_sst2,glue/sst2,5,0.9194954128440367,0.013958829407984354,0.24275032459034787,0.04914840397856243
