method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.3697916666666667,0.0,0.6509094191464326,0.0,0.6980175330780735,0.0,0.528915524482727,0.0,0.8960444872669064,0.0,0.351421058177948,0.0,2.462931020440267,0.0,1.0,0.0,1.3264960596958797,0.0,-0.046226294021197566,0.0,0.4717261882898375,0.0
ours,0.3697916666666667,0.0,0.9779992245831242,0.0,0.9794914655647949,0.0,0.42002174258232117,0.0,0.980187265864771,0.0,0.47583192586898804,0.0,3.040403480860334,0.0,1.0,0.0,1.2723935147126515,0.0,0.29718624627965345,0.0,0.22038838539159186,0.0
