method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,0.012378938969171267
baseline,e0,e2,0.01806406784446935
baseline,e0,e3,0.035404570681796046
baseline,e1,e0,0.012378938969171267
baseline,e1,e1,1.0
baseline,e1,e2,-0.08586056507689721
baseline,e1,e3,0.024944827929091144
baseline,e2,e0,0.01806406784446935
baseline,e2,e1,-0.08586056507689721
baseline,e2,e2,1.0
baseline,e2,e3,-0.021422588566140256
baseline,e3,e0,0.035404570681796046
baseline,e3,e1,0.024944827929091144
baseline,e3,e2,-0.021422588566140256
baseline,e3,e3,1.0
cagrad,e0,e0,1.0
cagrad,e0,e1,-0.07111144579563915
cagrad,e0,e2,0.07714250056558807
cagrad,e0,e3,0.028894921162582576
cagrad,e1,e0,-0.07111144579563915
cagrad,e1,e1,1.0
cagrad,e1,e2,-0.024101757661045258
cagrad,e1,e3,0.010089932272697203
cagrad,e2,e0,0.07714250056558807
cagrad,e2,e1,-0.024101757661045258
cagrad,e2,e2,1.0
cagrad,e2,e3,-0.011600564064471769
cagrad,e3,e0,0.028894921162582576
cagrad,e3,e1,0.010089932272697203
cagrad,e3,e2,-0.011600564064471769
cagrad,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,-0.00012897681094659643
ours,e0,e2,0.03206784232446991
ours,e0,e3,-0.0017307086360575596
ours,e1,e0,-0.00012897681094659643
ours,e1,e1,1.0
ours,e1,e2,0.05975538429544586
ours,e1,e3,-0.013062237923267767
ours,e2,e0,0.03206784232446991
ours,e2,e1,0.05975538429544586
ours,e2,e2,1.0
ours,e2,e3,-0.012342823883934201
ours,e3,e0,-0.0017307086360575596
ours,e3,e1,-0.013062237923267767
ours,e3,e2,-0.012342823883934201
ours,e3,e3,1.0
