method,expert,score_var,score_mean,score_std
baseline,e0,0.08006420677939413,0.26142300814390185,0.28295619233265445
baseline,e1,0.028667759269628345,0.47994148060679437,0.16931556121523014
baseline,e2,0.11323619990800256,0.41779660736210644,0.3365058690543191
baseline,e3,5.215582462398758e-05,0.051396047906018795,0.007221898962460468
cagrad,e0,0.061814527748693206,0.2862958075478673,0.24862527576393598
cagrad,e1,0.06608895815415651,0.371869673859328,0.2570777278454058
cagrad,e2,0.06377889909601232,0.34108155802823603,0.25254484571262253
cagrad,e3,0.11685153283352256,0.20897406646981836,0.34183553477297024
ours,e0,0.05228343882024291,0.24707072554156184,0.22865572116228125
ours,e1,0.09731730623187589,0.321799828694202,0.31195721859235104
ours,e2,0.004909383803441987,0.07142915150616318,0.07006699510783938
ours,e3,0.08699776041380802,0.5482869531959296,0.29495382759646976
