method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,0.06218600880760816
baseline,e0,e2,0.038306307893612355
baseline,e0,e3,0.04801004500296431
baseline,e1,e0,0.06218600880760816
baseline,e1,e1,1.0
baseline,e1,e2,0.12200501042051826
baseline,e1,e3,-0.06888944562832248
baseline,e2,e0,0.038306307893612355
baseline,e2,e1,0.12200501042051826
baseline,e2,e2,1.0
baseline,e2,e3,0.025564129931515633
baseline,e3,e0,0.04801004500296431
baseline,e3,e1,-0.06888944562832248
baseline,e3,e2,0.025564129931515633
baseline,e3,e3,1.0
cagrad,e0,e0,1.0
cagrad,e0,e1,0.13358384266827056
cagrad,e0,e2,0.08962911878880915
cagrad,e0,e3,0.09894681636788538
cagrad,e1,e0,0.13358384266827056
cagrad,e1,e1,1.0
cagrad,e1,e2,-0.20084013499786163
cagrad,e1,e3,-0.0984404491842115
cagrad,e2,e0,0.08962911878880915
cagrad,e2,e1,-0.20084013499786163
cagrad,e2,e2,1.0
cagrad,e2,e3,0.2264188516823516
cagrad,e3,e0,0.09894681636788538
cagrad,e3,e1,-0.0984404491842115
cagrad,e3,e2,0.2264188516823516
cagrad,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,-0.020233902745971193
ours,e0,e2,-0.037213977761369164
ours,e0,e3,0.15292453098740807
ours,e1,e0,-0.020233902745971193
ours,e1,e1,1.0
ours,e1,e2,-0.1462613969333677
ours,e1,e3,0.17879699430245088
ours,e2,e0,-0.037213977761369164
ours,e2,e1,-0.1462613969333677
ours,e2,e2,1.0
ours,e2,e3,-0.014603103729753226
ours,e3,e0,0.15292453098740807
ours,e3,e1,0.17879699430245088
ours,e3,e2,-0.014603103729753226
ours,e3,e3,1.0
