method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.8643317604080378,0.007094045110819205,0.059238743414414874,0.03246810028220431,0.1271982854437693,0.13023087742165543,0.5274017840623856,0.09020217603925244,0.6424240081223106,0.06665374919063387,0.6968731226383422,0.19112665403695095,2805.2443093118072,5587.814562157426,0.7,0.09999999999999999,0.6186199473234324,0.0474773318706784,0.004203475790390809,0.055004917886784604,0.5471589656886147,0.1065356374393321
cagrad,0.8600725225401181,0.003935799980879655,0.05312578895461857,0.0211684930382815,0.16614763085640294,0.12637783737243027,0.5630065858364105,0.07065704578637262,0.6842924051809934,0.10774707779856184,0.4006675121647046,0.1946866422143595,18.01650406717249,18.851363597195558,0.85,0.1224744871391589,0.6430754930789655,0.016781217766004088,0.009283047624269763,0.13231137121984946,0.587746484718255,0.06927382421459871
ours,0.8627083909616855,0.005788270332006418,0.05714071787202035,0.036939229273501864,0.1627128082366569,0.15451587597042782,0.547483928501606,0.06912683929667096,0.6971267121977636,0.09743672222242732,0.5430550849325885,0.10725811281209534,10.619771029202642,11.422847582656882,0.8,0.09999999999999999,0.5990409799814225,0.031961292932734434,0.0337070285162757,0.0819585229862619,0.563595196789415,0.12674859367820218
