method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
baseline,5,0.8701968905363351,0.0032344035228889737,0.8643317604080378,0.007094045110819205,0.8672643254721866,0.0049102655143653615
ours,5,0.8705882622351104,0.006935715449576107,0.8627083909616854,0.005788270332006418,0.866648326598398,0.00426342690156922
cagrad,5,0.8686372933543811,0.004385695207733997,0.8600725225401181,0.003935799980879655,0.8643549079472497,0.0031010810186429204
