method,seed,step,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
baseline,2,1000.0,0.5596645238766303,0.07504572719335556,0.6840929388999939,4.893065488431603e-05,0.24081270396709442
baseline,3,1000.0,0.6574302726525527,0.15798412263393402,0.018414493650197983,0.38963058590888977,0.4339708089828491
baseline,5,1000.0,0.657399875842608,0.49758341908454895,0.22279362380504608,0.06958600878715515,0.21003685891628265
baseline,7,1000.0,0.5612869586394383,0.34547489881515503,0.38089150190353394,0.21159067749977112,0.06204281002283096
baseline,11,1000.0,0.6573181056059324,0.057564493268728256,0.24968430399894714,0.20352543890476227,0.48922598361968994
cagrad,2,1000.0,0.6202546741412236,0.2705914080142975,0.3630521893501282,0.011749468743801117,0.35460689663887024
cagrad,3,1000.0,0.6311310456349299,0.22492386400699615,0.28339046239852905,0.06033811718225479,0.4313477575778961
cagrad,5,1000.0,0.6511430045274588,0.29926323890686035,0.007829228416085243,0.31024572253227234,0.38266175985336304
cagrad,7,1000.0,0.6691349359659048,0.26712462306022644,0.29382020235061646,0.21747948229312897,0.22157569229602814
cagrad,11,1000.0,0.6437138051253098,0.3150659501552582,0.24695880711078644,0.1743444800376892,0.2636306583881378
ours,2,1000.0,0.5843329984408159,0.4555688500404358,0.1627887487411499,0.0930287092924118,0.2886137366294861
ours,3,1000.0,0.6008617614782773,0.13625021278858185,0.16632786393165588,0.35782480239868164,0.3395971655845642
ours,5,1000.0,0.6400870804603284,0.23598402738571167,0.225335955619812,0.5229736566543579,0.015706676989793777
ours,7,1000.0,0.5474999690514345,0.20331484079360962,0.0655486062169075,0.27394944429397583,0.4571870267391205
ours,11,1000.0,0.6224230904762561,0.07052702456712723,0.3423577547073364,0.2130044549703598,0.37411072850227356
