method,lr,seed,best_val_acc,final_val_acc,score_05_05,summary_json,curve_csv
baseline_avg,1.376072691700608e-05,2,0.650718475551973,0.650718475551973,0.650718475551973,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p38em05/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p38em05/baseline_avg_s2_curve.csv
baseline_avg,1.376072691700608e-05,3,0.6487444382933315,0.6383980271374252,0.6435712327153784,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p38em05/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p38em05/baseline_avg_s3_curve.csv
baseline_avg,1.704940814733421e-05,2,0.6631054431965083,0.6631054431965083,0.6631054431965083,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p70em05/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p70em05/baseline_avg_s2_curve.csv
baseline_avg,1.704940814733421e-05,3,0.647452585812267,0.647452585812267,0.647452585812267,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p70em05/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p70em05/baseline_avg_s3_curve.csv
baseline_avg,2.1124052524808717e-05,2,0.6621566979387076,0.6621566979387076,0.6621566979387076,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_2p11em05/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_2p11em05/baseline_avg_s2_curve.csv
baseline_avg,2.1124052524808717e-05,3,0.6796337313141847,0.6796337313141847,0.6796337313141847,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_2p11em05/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_2p11em05/baseline_avg_s3_curve.csv
baseline_avg,2.617249767351296e-05,2,0.6812911072892317,0.6812911072892317,0.6812911072892317,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_2p62em05/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_2p62em05/baseline_avg_s2_curve.csv
baseline_avg,2.617249767351296e-05,3,0.6408076956462813,0.6408076956462813,0.6408076956462813,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_2p62em05/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_2p62em05/baseline_avg_s3_curve.csv
baseline_avg,3.242747260098683e-05,2,0.6508968668755511,0.6471860253320431,0.6490414461037971,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_3p24em05/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_3p24em05/baseline_avg_s2_curve.csv
baseline_avg,3.242747260098683e-05,3,0.6577542238113313,0.6577542238113313,0.6577542238113313,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_3p24em05/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_3p24em05/baseline_avg_s3_curve.csv
baseline_avg,4.017732630661116e-05,2,0.6647968946177717,0.6647968946177717,0.6647968946177717,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_4p02em05/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_4p02em05/baseline_avg_s2_curve.csv
baseline_avg,4.017732630661116e-05,3,0.676999659731926,0.676999659731926,0.676999659731926,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_4p02em05/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_4p02em05/baseline_avg_s3_curve.csv
baseline_avg,4.977932042408958e-05,2,0.6778122191462134,0.6545170026918529,0.6661646109190331,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_4p98em05/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_4p98em05/baseline_avg_s2_curve.csv
baseline_avg,4.977932042408958e-05,3,0.6857645346963602,0.6753123765436686,0.6805384556200145,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_4p98em05/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_4p98em05/baseline_avg_s3_curve.csv
baseline_avg,6.167609867748794e-05,2,0.6527801984069862,0.6527801984069862,0.6527801984069862,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_6p17em05/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_6p17em05/baseline_avg_s2_curve.csv
baseline_avg,6.167609867748794e-05,3,0.6612307620210879,0.656628778276993,0.6589297701490404,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_6p17em05/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_6p17em05/baseline_avg_s3_curve.csv
baseline_avg,7.641609237868178e-05,2,0.6561817423566879,0.6441430342559981,0.650162388306343,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_7p64em05/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_7p64em05/baseline_avg_s2_curve.csv
baseline_avg,7.641609237868178e-05,3,0.6828246267938362,0.6820331064932293,0.6824288666435327,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_7p64em05/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_7p64em05/baseline_avg_s3_curve.csv
baseline_avg,9.4678802642208e-05,2,0.6507261531317637,0.6507261531317637,0.6507261531317637,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_9p47em05/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_9p47em05/baseline_avg_s2_curve.csv
baseline_avg,9.4678802642208e-05,3,0.6615779102246541,0.6615779102246541,0.6615779102246541,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_9p47em05/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_9p47em05/baseline_avg_s3_curve.csv
baseline_avg,0.00011730612480602229,2,0.6160076283075439,0.6160076283075439,0.6160076283075439,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p17em04/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p17em04/baseline_avg_s2_curve.csv
baseline_avg,0.00011730612480602229,3,0.6311754605976652,0.6311754605976652,0.6311754605976652,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p17em04/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p17em04/baseline_avg_s3_curve.csv
baseline_avg,0.00014534115908719275,2,0.6631049115629906,0.6309534074575242,0.6470291595102573,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p45em04/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p45em04/baseline_avg_s2_curve.csv
baseline_avg,0.00014534115908719275,3,0.6113578936933401,0.6113578936933401,0.6113578936933401,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p45em04/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p45em04/baseline_avg_s3_curve.csv
baseline_avg,0.0001800762966105944,2,0.6236584624077303,0.6163272192311616,0.619992840819446,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p80em04/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p80em04/baseline_avg_s2_curve.csv
baseline_avg,0.0001800762966105944,3,0.6200925956278053,0.5535623031386535,0.5868274493832294,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p80em04/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p80em04/baseline_avg_s3_curve.csv
baseline_avg,0.00022311279753543852,2,0.618979979993839,0.6163272192311616,0.6176535996125003,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_2p23em04/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_2p23em04/baseline_avg_s2_curve.csv
baseline_avg,0.00022311279753543852,3,0.6185749148430563,0.6185749148430563,0.6185749148430563,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_2p23em04/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_2p23em04/baseline_avg_s3_curve.csv
baseline_avg,0.00027643460778036053,2,0.6160076283075439,0.6160076283075439,0.6160076283075439,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_2p76em04/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_2p76em04/baseline_avg_s2_curve.csv
baseline_avg,0.00027643460778036053,3,0.6254251739058072,0.4240800868114551,0.5247526303586312,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_2p76em04/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_2p76em04/baseline_avg_s3_curve.csv
baseline_avg,0.0003424998172350203,2,0.6160076283075439,0.6160076283075439,0.6160076283075439,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_3p42em04/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_3p42em04/baseline_avg_s2_curve.csv
baseline_avg,0.0003424998172350203,3,0.6160076283075439,0.6160076283075439,0.6160076283075439,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_3p42em04/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_3p42em04/baseline_avg_s3_curve.csv
baseline_avg,0.00042435397560361605,2,0.6160076283075439,0.6160076283075439,0.6160076283075439,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_4p24em04/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_4p24em04/baseline_avg_s2_curve.csv
baseline_avg,0.00042435397560361605,3,0.6160076283075439,0.6160076283075439,0.6160076283075439,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_4p24em04/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_4p24em04/baseline_avg_s3_curve.csv
baseline_avg,0.0005257704896438752,2,0.6160076283075439,0.6160076283075439,0.6160076283075439,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_5p26em04/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_5p26em04/baseline_avg_s2_curve.csv
baseline_avg,0.0005257704896438752,3,0.6160076283075439,0.6160076283075439,0.6160076283075439,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_5p26em04/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_5p26em04/baseline_avg_s3_curve.csv
baseline_avg,0.0006514245739942696,2,0.6160076283075439,0.6160076283075439,0.6160076283075439,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_6p51em04/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_6p51em04/baseline_avg_s2_curve.csv
baseline_avg,0.0006514245739942696,3,0.6160076283075439,0.6160076283075439,0.6160076283075439,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_6p51em04/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_6p51em04/baseline_avg_s3_curve.csv
baseline_avg,0.0008071087745739543,2,0.6160076283075439,0.6160076283075439,0.6160076283075439,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_8p07em04/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_8p07em04/baseline_avg_s2_curve.csv
baseline_avg,0.0008071087745739543,3,0.6160076283075439,0.6160076283075439,0.6160076283075439,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_8p07em04/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_8p07em04/baseline_avg_s3_curve.csv
baseline_avg,0.001,2,0.6160076283075439,0.6160076283075439,0.6160076283075439,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p00em03/baseline_avg_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p00em03/baseline_avg_s2_curve.csv
baseline_avg,0.001,3,0.6160076283075439,0.6160076283075439,0.6160076283075439,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p00em03/baseline_avg_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_avg/lr_1p00em03/baseline_avg_s3_curve.csv
baseline_cagrad,2.0000000000000003e-06,2,0.6133480835618396,0.6133480835618396,0.6133480835618396,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_2p00em06/baseline_cagrad_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_2p00em06/baseline_cagrad_s2_curve.csv
baseline_cagrad,2.0000000000000003e-06,3,0.6078842851236069,0.6078842851236069,0.6078842851236069,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_2p00em06/baseline_cagrad_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_2p00em06/baseline_cagrad_s3_curve.csv
baseline_cagrad,2.477980741884182e-06,2,0.627343564971034,0.627343564971034,0.627343564971034,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_2p48em06/baseline_cagrad_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_2p48em06/baseline_cagrad_s2_curve.csv
baseline_cagrad,2.477980741884182e-06,3,0.624503013151731,0.624503013151731,0.624503013151731,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_2p48em06/baseline_cagrad_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_2p48em06/baseline_cagrad_s3_curve.csv
baseline_cagrad,3.0701942785744396e-06,2,0.628925101162506,0.628925101162506,0.628925101162506,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_3p07em06/baseline_cagrad_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_3p07em06/baseline_cagrad_s2_curve.csv
baseline_cagrad,3.0701942785744396e-06,3,0.6361535269823126,0.6361535269823126,0.6361535269823126,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_3p07em06/baseline_cagrad_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_3p07em06/baseline_cagrad_s3_curve.csv
baseline_cagrad,3.8039411480752295e-06,2,0.6410021915064735,0.6410021915064735,0.6410021915064735,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_3p80em06/baseline_cagrad_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_3p80em06/baseline_cagrad_s2_curve.csv
baseline_cagrad,3.8039411480752295e-06,3,0.6154847526036639,0.6154847526036639,0.6154847526036639,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_3p80em06/baseline_cagrad_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_3p80em06/baseline_cagrad_s3_curve.csv
baseline_cagrad,4.713046454095611e-06,2,0.6222772813564971,0.6222772813564971,0.6222772813564971,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_4p71em06/baseline_cagrad_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_4p71em06/baseline_cagrad_s2_curve.csv
baseline_cagrad,4.713046454095611e-06,3,0.6329978182891568,0.6329978182891568,0.6329978182891568,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_4p71em06/baseline_cagrad_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_4p71em06/baseline_cagrad_s3_curve.csv
baseline_cagrad,5.839419174427227e-06,2,0.6180894966794735,0.6180894966794735,0.6180894966794735,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_5p84em06/baseline_cagrad_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_5p84em06/baseline_cagrad_s2_curve.csv
baseline_cagrad,5.839419174427227e-06,3,0.6438093748390253,0.6438093748390253,0.6438093748390253,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_5p84em06/baseline_cagrad_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_5p84em06/baseline_cagrad_s3_curve.csv
baseline_cagrad,7.234984129009947e-06,2,0.6321787407086014,0.6321787407086014,0.6321787407086014,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_7p23em06/baseline_cagrad_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_7p23em06/baseline_cagrad_s2_curve.csv
baseline_cagrad,7.234984129009947e-06,3,0.6510155229521686,0.6510155229521686,0.6510155229521686,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_7p23em06/baseline_cagrad_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_7p23em06/baseline_cagrad_s3_curve.csv
baseline_cagrad,8.964075669762173e-06,2,0.6367648857328408,0.6359695902686905,0.6363672380007657,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_8p96em06/baseline_cagrad_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_8p96em06/baseline_cagrad_s2_curve.csv
baseline_cagrad,8.964075669762173e-06,3,0.6323287292287109,0.6323287292287109,0.6323287292287109,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_8p96em06/baseline_cagrad_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_8p96em06/baseline_cagrad_s3_curve.csv
baseline_cagrad,1.1106403439231605e-05,2,0.6521107954565378,0.6521107954565378,0.6521107954565378,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_1p11em05/baseline_cagrad_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_1p11em05/baseline_cagrad_s2_curve.csv
baseline_cagrad,1.1106403439231605e-05,3,0.6410771857665284,0.6410771857665284,0.6410771857665284,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_1p11em05/baseline_cagrad_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_1p11em05/baseline_cagrad_s3_curve.csv
baseline_cagrad,1.376072691700608e-05,2,0.6471555384120714,0.6471555384120714,0.6471555384120714,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_1p38em05/baseline_cagrad_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_1p38em05/baseline_cagrad_s2_curve.csv
baseline_cagrad,1.376072691700608e-05,3,0.6625787923290849,0.6510205367086949,0.6567996645188898,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_1p38em05/baseline_cagrad_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_1p38em05/baseline_cagrad_s3_curve.csv
baseline_cagrad,1.704940814733421e-05,2,0.6482751727396069,0.6482751727396069,0.6482751727396069,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_1p70em05/baseline_cagrad_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_1p70em05/baseline_cagrad_s2_curve.csv
baseline_cagrad,1.704940814733421e-05,3,0.6572931193976714,0.6572931193976714,0.6572931193976714,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_1p70em05/baseline_cagrad_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_1p70em05/baseline_cagrad_s3_curve.csv
baseline_cagrad,2.1124052524808717e-05,2,0.6832584397443063,0.6832584397443063,0.6832584397443063,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_2p11em05/baseline_cagrad_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_2p11em05/baseline_cagrad_s2_curve.csv
baseline_cagrad,2.1124052524808717e-05,3,0.6396877955019867,0.6396877955019867,0.6396877955019867,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_2p11em05/baseline_cagrad_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_2p11em05/baseline_cagrad_s3_curve.csv
baseline_cagrad,2.617249767351296e-05,2,0.6713530359203502,0.6713530359203502,0.6713530359203502,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_2p62em05/baseline_cagrad_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_2p62em05/baseline_cagrad_s2_curve.csv
baseline_cagrad,2.617249767351296e-05,3,0.6857923577930677,0.6857923577930677,0.6857923577930677,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_2p62em05/baseline_cagrad_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_2p62em05/baseline_cagrad_s3_curve.csv
baseline_cagrad,3.242747260098683e-05,2,0.6537887580912076,0.6537887580912076,0.6537887580912076,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_3p24em05/baseline_cagrad_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_3p24em05/baseline_cagrad_s2_curve.csv
baseline_cagrad,3.242747260098683e-05,3,0.6793003377139709,0.667236470339838,0.6732684040269045,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_3p24em05/baseline_cagrad_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_3p24em05/baseline_cagrad_s3_curve.csv
baseline_cagrad,4.017732630661116e-05,2,0.6716055759804629,0.6716055759804629,0.6716055759804629,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_4p02em05/baseline_cagrad_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_4p02em05/baseline_cagrad_s2_curve.csv
baseline_cagrad,4.017732630661116e-05,3,0.688352014822033,0.688352014822033,0.688352014822033,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_4p02em05/baseline_cagrad_s3.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_4p02em05/baseline_cagrad_s3_curve.csv
baseline_cagrad,4.977932042408958e-05,2,0.6562877551702321,0.6562877551702321,0.6562877551702321,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_4p98em05/baseline_cagrad_s2.json,runs_hpo60_topk_deberta_s23_step50/baseline_cagrad/lr_4p98em05/baseline_cagrad_s2_curve.csv
