method,seed,best_val_acc,final_val_acc,score_05_05,reused,summary_json,curve_csv
baseline,2,0.8389261744966443,0.8111217641418984,0.8250239693192714,True,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/baseline_s2.json,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/baseline_s2_curve.csv
baseline,3,0.840843720038351,0.840843720038351,0.840843720038351,True,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/baseline_s3.json,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/baseline_s3_curve.csv
baseline,5,0.8235858101629914,0.8216682646212847,0.822627037392138,True,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/baseline_s5.json,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/baseline_s5_curve.csv
baseline,7,0.8341323106423778,0.8341323106423778,0.8341323106423778,True,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/baseline_s7.json,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/baseline_s7_curve.csv
baseline,11,0.8418024928092043,0.8418024928092043,0.8418024928092043,True,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/baseline_s11.json,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/baseline_s11_curve.csv
cagrad,2,0.840843720038351,0.8216682646212847,0.8312559923298178,False,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/cagrad_s2.json,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/cagrad_s2_curve.csv
cagrad,3,0.8370086289549377,0.8370086289549377,0.8370086289549377,False,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/cagrad_s3.json,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/cagrad_s3_curve.csv
cagrad,5,0.8312559923298178,0.8312559923298178,0.8312559923298178,False,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/cagrad_s5.json,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/cagrad_s5_curve.csv
cagrad,7,0.8312559923298178,0.8302972195589645,0.8307766059443912,False,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/cagrad_s7.json,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/cagrad_s7_curve.csv
cagrad,11,0.8427612655800575,0.8235858101629914,0.8331735378715244,False,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/cagrad_s11.json,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/cagrad_s11_curve.csv
ours,2,0.8446788111217641,0.8072866730584851,0.8259827420901247,True,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/ours_s2.json,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/ours_s2_curve.csv
ours,3,0.8331735378715245,0.8274209012464045,0.8302972195589645,True,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/ours_s3.json,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/ours_s3_curve.csv
ours,5,0.837967401725791,0.837967401725791,0.837967401725791,True,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/ours_s5.json,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/ours_s5_curve.csv
ours,7,0.822627037392138,0.822627037392138,0.822627037392138,True,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/ours_s7.json,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/ours_s7_curve.csv
ours,11,0.8389261744966443,0.8389261744966443,0.8389261744966443,True,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/ours_s11.json,runs/paper_suite_server3/experiment4/single_task/roberta_cola_ffn_e4_k2/final/ours_s11_curve.csv
