method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,0.017910867590974777
baseline,e0,e2,0.009380205661790538
baseline,e0,e3,-0.006526148259074519
baseline,e1,e0,0.017910867590974777
baseline,e1,e1,1.0
baseline,e1,e2,0.014054503341090879
baseline,e1,e3,0.016288606707048035
baseline,e2,e0,0.009380205661790538
baseline,e2,e1,0.014054503341090879
baseline,e2,e2,1.0
baseline,e2,e3,-0.010150620336820826
baseline,e3,e0,-0.006526148259074519
baseline,e3,e1,0.016288606707048035
baseline,e3,e2,-0.010150620336820826
baseline,e3,e3,1.0
cagrad,e0,e0,1.0
cagrad,e0,e1,0.014391338630450926
cagrad,e0,e2,0.05855188631247608
cagrad,e0,e3,-0.00022395272309927162
cagrad,e1,e0,0.014391338630450926
cagrad,e1,e1,1.0
cagrad,e1,e2,0.017766910568000765
cagrad,e1,e3,-0.003909108852377936
cagrad,e2,e0,0.05855188631247608
cagrad,e2,e1,0.017766910568000765
cagrad,e2,e2,1.0
cagrad,e2,e3,0.019112686397881083
cagrad,e3,e0,-0.00022395272309927162
cagrad,e3,e1,-0.003909108852377936
cagrad,e3,e2,0.019112686397881083
cagrad,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,0.005870664801561074
ours,e0,e2,0.008257515271066546
ours,e0,e3,0.007398524168513318
ours,e1,e0,0.005870664801561074
ours,e1,e1,1.0
ours,e1,e2,-0.010959518445586623
ours,e1,e3,0.014894121646473807
ours,e2,e0,0.008257515271066546
ours,e2,e1,-0.010959518445586623
ours,e2,e2,1.0
ours,e2,e3,-0.001204278596556918
ours,e3,e0,0.007398524168513318
ours,e3,e1,0.014894121646473807
ours,e3,e2,-0.001204278596556918
ours,e3,e3,1.0
