method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.8299137104506233,0.011829872916730355,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0879175750328507,0.2085258108348069,339245748910.7674,284003891626.1244,0.55,0.09999999999999999,0.5236279575731017,0.12759633258769923,0.006826235784168145,0.014984451058951562,0.0,0.0
cagrad,0.8287631831255993,0.005544326862819161,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3343422161360323,0.12489198826310402,142660939829.9425,285321879318.65607,0.4,0.1224744871391589,0.35648390028414995,0.05239241163536491,0.017614960055555275,0.01656127717190168,0.0,0.0
ours,0.8268456375838926,0.011578545840422274,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1719264622952597,0.16377771745875178,106753433923.663,213506864914.92328,0.45,0.1,0.49537531071175545,0.1279943319714891,0.004042838140911867,0.017012351035114667,0.0,0.0
