method,task_key,task_name,n_seeds,task_acc_mean,task_acc_std,task_loss_mean,task_loss_std
baseline,glue_cola,glue/cola,5,0.8299137104506233,0.011829872916730355,0.5047444551068386,0.0378794395220058
cagrad,glue_cola,glue/cola,5,0.8287631831255993,0.005544326862819161,0.5452555905110344,0.04049729160685607
ours,glue_cola,glue/cola,5,0.8268456375838926,0.011578545840422274,0.5292206454803378,0.04626710713734875
