method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
baseline,5,0.8358581016299137,0.006681208586839647,0.8299137104506233,0.011829872916730355,0.8328859060402685,0.007892278284662218
cagrad,5,0.8366251198465964,0.004759222874780763,0.8287631831255993,0.005544326862819162,0.8326941514860978,0.0023090305999601607
ours,5,0.8354745925215724,0.0073918831322709036,0.8268456375838926,0.011578545840422274,0.8311601150527326,0.0064345011449904186
