method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.baseline_cagrad.c,method.baseline_cagrad.inner_lr,train.lr
cagrad,local_t1_017,local,2,0.6711513884582092,0.008259130302311901,0.6711513884582092,0.6711513884582092,0.709762971375,0.5,3.5566184e-05
cagrad,local_t1_009,local,2,0.6604760021987457,0.00120232737616488,0.6604760021987457,0.6604760021987457,0.349762971375,0.18325260748,3.5566184e-05
cagrad,local_t1_002,local,2,0.6565298845452621,0.011573366171996391,0.6565298845452621,0.6565298845452621,0.349762971375,0.5,1.7783092e-05
cagrad,coarse_084,coarse,2,0.6550520112340723,0.0038999885483878005,0.6550520112340723,0.6550520112340723,0.664472298641684,0.27539678696569825,2.1752652076593725e-05
cagrad,coarse_091,coarse,2,0.6547551603686079,0.016676724154800537,0.6547551603686079,0.6547551603686079,0.36880443415714736,0.019014988257025897,2.4317022377820487e-05
cagrad,coarse_036,coarse,2,0.6539315554196383,0.006607260127578951,0.6539315554196383,0.6539315554196383,0.5297629713745715,0.36650521496002947,3.556618385851852e-05
cagrad,local_t2_040,local,2,0.652301673098188,0.004755324665987715,0.652301673098188,0.652301673098188,0.664472298642,0.275396786966,2.1752652e-05
cagrad,local_t3_078,local,2,0.6522514393864379,0.018446920963040236,0.6522514393864379,0.6522514393864379,0.548804434157,0.01,4.8634045e-05
cagrad,local_t3_064,local,2,0.6515498669524908,0.02243138127007155,0.6515498669524908,0.6515498669524908,0.188804434157,0.019014988257,2.4317022e-05
cagrad,coarse_075,coarse,2,0.651409685374081,0.0044852548389792135,0.651409685374081,0.651409685374081,0.6915098970806888,0.1843159135366941,2.8501855580622487e-05
cagrad,coarse_046,coarse,2,0.6511024082704258,0.024904482423890484,0.6511024082704258,0.6511024082704258,0.6744758488329541,0.018333469732190962,2.993998572804954e-05
cagrad,coarse_066,coarse,2,0.6499576146694473,0.010269819167460614,0.6499576146694473,0.6499576146694473,0.48956657015735394,0.17038833292579017,3.78403653085528e-05
cagrad,local_t1_001,local,2,0.649715869173407,0.008274428198176587,0.6499160129327658,0.6495157254140481,0.349762971375,0.36650521496,1.7783092e-05
cagrad,coarse_020,coarse,2,0.6485096485714679,0.010954088061540523,0.6485096485714679,0.6485096485714679,0.5025642137255076,0.27360178813608216,3.757090574567768e-05
cagrad,local_t3_067,local,2,0.648471109383189,0.003361407033031838,0.648471109383189,0.648471109383189,0.368804434157,0.019014988257,2.4317022e-05
cagrad,local_t2_037,local,2,0.6475256924905499,0.014335728274462611,0.6475256924905499,0.6475256924905499,0.484472298642,0.275396786966,2.1752652e-05
cagrad,coarse_007,coarse,2,0.6474290002305931,0.007017973884487494,0.6474290002305931,0.6474290002305931,0.5233937540470338,0.029895937346433032,3.139155643850622e-05
cagrad,coarse_default,coarse,2,0.6465411171131404,0.007453541508350092,0.6465411171131404,0.6465411171131404,0.4,0.1,2e-05
cagrad,local_t3_066,local,2,0.6462395423445304,0.004011437880218349,0.6480888380194791,0.6443902466695818,0.368804434157,0.01,2.4317022e-05
cagrad,local_t1_010,local,2,0.6460654125726079,0.0037901369449483413,0.6460654125726079,0.6460654125726079,0.349762971375,0.36650521496,3.5566184e-05
cagrad,local_t1_016,local,2,0.6460125390742153,0.0035849249931843574,0.6460125390742153,0.6460125390742153,0.709762971375,0.36650521496,3.5566184e-05
cagrad,coarse_069,coarse,2,0.6458355729809186,0.00042797770704561255,0.6458355729809186,0.6458355729809186,0.7669138890527686,0.012602956653638874,3.0359679372026807e-05
cagrad,coarse_071,coarse,2,0.6456790366022438,0.012945163043290131,0.6456790366022438,0.6456790366022438,0.7742251352677686,0.05536066353207371,3.848827930556904e-05
cagrad,local_t2_038,local,2,0.6451091466800177,0.019806404014371504,0.6451091466800177,0.6451091466800177,0.484472298642,0.5,2.1752652e-05
cagrad,local_t3_063,local,2,0.6440982476669264,0.0072758281588991,0.6455534791873283,0.6426430161465243,0.188804434157,0.01,2.4317022e-05
cagrad,local_t1_012,local,2,0.6438620913924167,0.010101814492343264,0.6438620913924167,0.6438620913924167,0.529762971375,0.18325260748,3.5566184e-05
cagrad,local_t3_055,local,2,0.6436951287755509,0.0013785412645905826,0.6436951287755509,0.6436951287755509,0.188804434157,0.019014988257,1.2158511e-05
cagrad,local_t3_061,local,2,0.6431114602133506,0.011283063165097529,0.6431114602133506,0.6431114602133506,0.548804434157,0.019014988257,1.2158511e-05
cagrad,local_t1_006,local,2,0.6426916917196134,0.003323487141244419,0.6426916917196134,0.6426916917196134,0.709762971375,0.18325260748,1.7783092e-05
cagrad,coarse_087,coarse,2,0.6422281044643121,0.0036101083032490933,0.6422281044643121,0.6422281044643121,0.6543568641388015,0.022406877641430623,9.184078874535327e-06
cagrad,local_t2_041,local,2,0.6421447680825696,0.005424969396573054,0.6421447680825696,0.6421447680825696,0.664472298642,0.5,2.1752652e-05
cagrad,local_t2_035,local,2,0.6420457654790811,0.006243427680637015,0.6420457654790811,0.6420457654790811,0.844472298642,0.5,1.0876326e-05
cagrad,local_t3_069,local,2,0.6411736814917537,0.0071597531912885315,0.6411736814917537,0.6411736814917537,0.548804434157,0.01,2.4317022e-05
cagrad,local_t3_059,local,2,0.6411285944449092,0.009611579106965695,0.6411285944449092,0.6411285944449092,0.368804434157,0.038029976514,1.2158511e-05
cagrad,coarse_063,coarse,2,0.6406795380344532,0.0011470106258609225,0.6406795380344532,0.6406795380344532,0.4863560019559935,0.09548121976848167,2.150810222191292e-05
cagrad,local_t2_039,local,2,0.6406388800886575,0.006773898250050203,0.6413592795601187,0.6399184806171963,0.664472298642,0.137698393483,2.1752652e-05
cagrad,local_t2_050,local,2,0.6405816708078655,0.0010040563524290058,0.6405816708078655,0.6405816708078655,0.664472298642,0.5,4.3505304e-05
cagrad,local_t2_042,local,2,0.640496513298541,0.00030004349440859723,0.6411480754199288,0.6398449511771531,0.844472298642,0.137698393483,2.1752652e-05
cagrad,local_t2_052,local,2,0.6404863500492711,0.006131978348806522,0.6404863500492711,0.6404863500492711,0.844472298642,0.275396786966,4.3505304e-05
cagrad,coarse_023,coarse,2,0.6403855531826602,0.005718954248365993,0.6403855531826602,0.6403855531826602,0.4311106292772857,0.014145569839298081,4.604799638554324e-05
cagrad,local_t2_051,local,2,0.6398363192020846,0.0030669994194788552,0.6398363192020846,0.6398363192020846,0.844472298642,0.137698393483,4.3505304e-05
cagrad,coarse_006,coarse,2,0.6393542930300153,0.00249564467724106,0.6393542930300153,0.6393542930300153,0.7641226280777172,0.0210528024442379,2.410351909352087e-05
cagrad,local_t1_011,local,2,0.6392504336150018,0.002889187802662063,0.6392504336150018,0.6392504336150018,0.349762971375,0.5,3.5566184e-05
cagrad,local_t2_036,local,2,0.6387597754678641,0.0024075843923530016,0.6387597754678641,0.6387597754678641,0.484472298642,0.137698393483,2.1752652e-05
cagrad,coarse_080,coarse,2,0.6386934131828779,0.003818249895036263,0.6386934131828779,0.6386934131828779,0.7669545643078746,0.29116188849224545,2.4208236296937467e-05
cagrad,local_t1_013,local,2,0.638517262920804,0.011707978323740487,0.638517262920804,0.638517262920804,0.529762971375,0.36650521496,3.5566184e-05
cagrad,local_t1_004,local,2,0.63850432980435,0.0026179430090226274,0.63850432980435,0.63850432980435,0.529762971375,0.36650521496,1.7783092e-05
cagrad,coarse_055,coarse,2,0.6382979824756851,0.003974363511951129,0.6382979824756851,0.6382979824756851,0.5347485958807929,0.3924608688330556,8.274078413025272e-06
cagrad,local_t3_057,local,2,0.638253740952361,0.00483559849932752,0.638253740952361,0.638253740952361,0.368804434157,0.01,1.2158511e-05
cagrad,local_t3_056,local,2,0.6379044393502642,2.9287916719022977e-05,0.6379044393502642,0.6379044393502642,0.188804434157,0.038029976514,1.2158511e-05
cagrad,local_t2_029,local,2,0.6378005799352506,0.004338195958892954,0.6378005799352506,0.6378005799352506,0.484472298642,0.5,1.0876326e-05
cagrad,local_t2_047,local,2,0.6376059073351921,4.275690844751656e-05,0.6396784113220475,0.6355334033483365,0.484472298642,0.5,4.3505304e-05
cagrad,local_t2_043,local,2,0.637329026660697,0.0058758667294763756,0.6376576256618187,0.6370004276595753,0.844472298642,0.275396786966,2.1752652e-05
cagrad,local_t3_068,local,2,0.6371099229554444,0.009910354316093828,0.6375529207232848,0.6366669251876038,0.368804434157,0.038029976514,2.4317022e-05
cagrad,coarse_076,coarse,2,0.6370724922796067,0.00034213444703989904,0.6370724922796067,0.6370724922796067,0.1679919565433744,0.22422251418303835,4.115999287568535e-05
cagrad,local_t2_048,local,2,0.6369172241862122,0.0033122153795332454,0.6369172241862122,0.6369172241862122,0.664472298642,0.137698393483,4.3505304e-05
cagrad,local_t2_028,local,2,0.6367908212477764,0.007755539038720172,0.6367908212477764,0.6367908212477764,0.484472298642,0.275396786966,1.0876326e-05
cagrad,coarse_026,coarse,2,0.6367881814611338,0.004794616059137391,0.6367881814611338,0.6367881814611338,0.24820146318495528,0.18788787860473316,1.7716582824012997e-05
cagrad,local_t2_027,local,2,0.6367082370709047,0.006811719874472044,0.6367082370709047,0.6367082370709047,0.484472298642,0.137698393483,1.0876326e-05
cagrad,coarse_009,coarse,2,0.636530425454088,0.0038850349417826058,0.636530425454088,0.636530425454088,0.6621630610487375,0.054785160480710623,9.785989695321292e-06
cagrad,coarse_093,coarse,2,0.6361598486138493,0.006246067467279626,0.6361598486138493,0.6361598486138493,0.37969962836553195,0.02076615318768232,3.0509276607948083e-05
cagrad,local_t2_045,local,2,0.6361340460072931,0.013060623663125492,0.6361340460072931,0.6361340460072931,0.484472298642,0.137698393483,4.3505304e-05
cagrad,local_t1_005,local,2,0.6359486444736594,0.008211339842473131,0.6359486444736594,0.6359486444736594,0.529762971375,0.5,1.7783092e-05
cagrad,coarse_060,coarse,2,0.6358470020835283,0.004791356976003414,0.6358470020835283,0.6358470020835283,0.8512021759632066,0.02970198101868162,1.0178956421651844e-05
cagrad,local_t3_062,local,2,0.6355093950049027,0.004742588084264976,0.6355093950049027,0.6355093950049027,0.548804434157,0.038029976514,1.2158511e-05
cagrad,local_t3_071,local,2,0.6352880742747675,0.006822878522668774,0.6381951651189232,0.632380983430612,0.548804434157,0.038029976514,2.4317022e-05
cagrad,local_t1_000,local,2,0.634938040262665,0.012230986935999888,0.6354801070881837,0.6343959734371463,0.349762971375,0.18325260748,1.7783092e-05
cagrad,local_t2_044,local,2,0.6347096654909874,0.005684942428501427,0.6347096654909874,0.6347096654909874,0.844472298642,0.5,2.1752652e-05
cagrad,coarse_033,coarse,2,0.634639461588268,0.008199156103052108,0.6375488161166307,0.6317301070599053,0.8852905182863718,0.08707936380814654,1.8570615642320214e-05
cagrad,local_t3_065,local,2,0.6345052057440943,0.0012844887912765168,0.6345052057440943,0.6345052057440943,0.188804434157,0.038029976514,2.4317022e-05
cagrad,local_t1_003,local,2,0.6342683170595789,0.011272002784266544,0.6364929283240606,0.6320437057950972,0.529762971375,0.18325260748,1.7783092e-05
cagrad,local_t2_049,local,2,0.6342327075113232,0.007670526456085958,0.6370590034930133,0.6314064115296334,0.664472298642,0.275396786966,4.3505304e-05
