method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,train.grad_clip,train.lr,train.weight_decay,method.ours.lambda_align
baseline,coord_02_train_weight_decay_008,coord:train.weight_decay,2,0.7044452461119128,0.012265512265512368,0.7044452461119128,0.7044452461119128,1.0,2e-05,0.01543368425632205,
baseline,coord_02_train_weight_decay_003,coord:train.weight_decay,2,0.7001663459996792,0.0033770242103575154,0.7001663459996792,0.7001663459996792,1.0,2e-05,0.035318587196151295,
baseline,coord_02_train_weight_decay_004,coord:train.weight_decay,2,0.6984928651595319,0.007215007215007174,0.6984928651595319,0.6984928651595319,1.0,2e-05,0.012627914022778375,
baseline,coord_02_train_weight_decay_000,coord:train.weight_decay,2,0.6896845438512105,0.004659692159692086,0.6896845438512105,0.6896845438512105,1.0,2e-05,0.024742505611920138,
baseline,coord_03_train_grad_clip_004,coord:train.grad_clip,2,0.6896043771043772,0.013157367324033997,0.6896043771043772,0.6896043771043772,0.9537451003327635,2e-05,0.01543368425632205,
baseline,local_var_topk_026,local_var_topk,2,0.6892235850569184,0.00916907166907166,0.6892235850569184,0.6892235850569184,1.253745100333,4e-05,0.025433684256,
baseline,coord_03_train_grad_clip_009,coord:train.grad_clip,2,0.6863576238576239,0.024601170434503827,0.6863576238576239,0.6863576238576239,1.5112336071971466,2e-05,0.01543368425632205,
baseline,coord_01_anchor,coord:train.lr,2,0.6829304954304953,0.013117283950617231,0.6829304954304953,0.6829304954304953,1.0,2e-05,0.01,
baseline,coord_02_train_weight_decay_005,coord:train.weight_decay,2,0.6814474106140773,0.0046997755331089075,0.6814474106140773,0.6814474106140773,1.0,2e-05,0.01546097607936744,
baseline,coord_02_train_weight_decay_010,coord:train.weight_decay,2,0.6783309283309285,0.01643418310084982,0.6783309283309285,0.6783309283309285,1.0,2e-05,0.02446709884391641,
baseline,coord_03_train_grad_clip_010,coord:train.grad_clip,2,0.6768027497194165,0.014174482924482923,0.6809563892897227,0.6726491101491101,1.3976850553319569,2e-05,0.01543368425632205,
baseline,local_var_topk_005,local_var_topk,2,0.6756353214686548,0.013738576238576217,0.6756353214686548,0.6756353214686548,1.253745100333,1e-05,0.015433684256,
baseline,local_var_topk_015,local_var_topk,2,0.6749188311688312,0.014435024851691514,0.6754449254449254,0.6743927368927369,0.653745100333,2e-05,0.025433684256,
baseline,coord_03_train_grad_clip_002,coord:train.grad_clip,2,0.6731802148468815,0.005812089145422417,0.6731802148468815,0.6731802148468815,0.5277354059107395,2e-05,0.01543368425632205,
baseline,local_var_topk_022,local_var_topk,2,0.6723084014750682,0.006703944203944212,0.6723084014750682,0.6723084014750682,0.953745100333,4e-05,0.015433684256,
baseline,coord_03_anchor,coord:train.grad_clip,2,0.671787317620651,0.006663860830527557,0.671787317620651,0.671787317620651,1.0,2e-05,0.01543368425632205,
baseline,local_var_topk_007,local_var_topk,2,0.6715568382235049,0.028519320185986907,0.6715568382235049,0.6715568382235049,0.953745100333,1e-05,0.025433684256,
baseline,local_var_topk_012,local_var_topk,2,0.6711259419592753,0.010612073112073128,0.6711259419592753,0.6711259419592753,0.653745100333,2e-05,0.015433684256,
baseline,coord_03_train_grad_clip_005,coord:train.grad_clip,2,0.6710157126823794,0.0014029180695847021,0.6710157126823794,0.6710157126823794,0.6271934850757253,2e-05,0.01543368425632205,
baseline,local_var_topk_014,local_var_topk,2,0.6709455667789002,0.0013327721661055003,0.6709455667789002,0.6709455667789002,1.253745100333,2e-05,0.015433684256,
