method,seed,step,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
baseline,2,800.0,1.3364833801018972,0.2396506518125534,0.16988153755664825,0.21818503737449646,0.37228280305862427
baseline,3,800.0,1.3631347677911874,0.30802005529403687,0.22949817776679993,0.19516471028327942,0.2673168480396271
baseline,5,800.0,1.3578586186523791,0.22359107434749603,0.3210467994213104,0.1901720017194748,0.26518985629081726
baseline,7,800.0,1.375783472287434,0.2753060460090637,0.2739315330982208,0.24819768965244293,0.2025647759437561
baseline,11,800.0,1.3599450022534088,0.3042329251766205,0.27052295207977295,0.17251521348953247,0.2527287006378174
cagrad,2,800.0,1.375354609693642,0.3048355281352997,0.24469231069087982,0.22084328532218933,0.22962892055511475
cagrad,3,800.0,1.351340657376029,0.31530874967575073,0.26653754711151123,0.26098427176475525,0.15716922283172607
cagrad,5,800.0,1.3579286330000118,0.19860832393169403,0.3236251473426819,0.2555141746997833,0.22225229442119598
cagrad,7,800.0,1.3643964035781446,0.22760525345802307,0.33700263500213623,0.22590473294258118,0.20948727428913116
cagrad,11,800.0,1.3296745340857241,0.1866723746061325,0.33110520243644714,0.1581464409828186,0.3240761458873749
ours,2,800.0,1.3570202593864114,0.2392517328262329,0.3450356125831604,0.1968608796596527,0.21885159611701965
ours,3,800.0,1.3484548921524375,0.20827284455299377,0.2582630515098572,0.29082491993904114,0.24263906478881836
ours,5,800.0,1.3570239329365668,0.18047617375850677,0.2791086733341217,0.2995399236679077,0.24087515473365784
ours,7,800.0,1.35859425669467,0.32742932438850403,0.25358259677886963,0.18422730267047882,0.2347605973482132
ours,11,800.0,1.3648817971072815,0.2429521679878235,0.26098158955574036,0.20574699342250824,0.29031902551651
