method,seed,best_val_acc,final_val_acc,score_05_05,reused,summary_json,curve_csv
baseline,2,0.7859012510422563,0.7761026090469137,0.781001930044585,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/baseline_s2.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/baseline_s2_curve.csv
baseline,3,0.7544223453440204,0.7544223453440204,0.7544223453440204,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/baseline_s3.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/baseline_s3_curve.csv
baseline,5,0.7842198271340454,0.7842198271340454,0.7842198271340454,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/baseline_s5.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/baseline_s5_curve.csv
baseline,7,0.7535327075531754,0.7535327075531754,0.7535327075531754,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/baseline_s7.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/baseline_s7_curve.csv
baseline,11,0.7416765590090696,0.7247417494041124,0.733209154206591,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/baseline_s11.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/baseline_s11_curve.csv
cagrad,2,0.7764274795438167,0.7632076797153738,0.7698175796295953,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/cagrad_s2.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/cagrad_s2_curve.csv
cagrad,3,0.7531996278429639,0.7531996278429639,0.7531996278429639,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/cagrad_s3.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/cagrad_s3_curve.csv
cagrad,5,0.7811103168280128,0.7684464953734423,0.7747784061007276,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/cagrad_s5.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/cagrad_s5_curve.csv
cagrad,7,0.754054737733535,0.754054737733535,0.754054737733535,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/cagrad_s7.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/cagrad_s7_curve.csv
cagrad,11,0.7590826391047942,0.7590826391047942,0.7590826391047942,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/cagrad_s11.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/cagrad_s11_curve.csv
ours,2,0.7313497617365621,0.6847419856982438,0.7080458737174029,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/ours_s2.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/ours_s2_curve.csv
ours,3,0.775156479539134,0.775156479539134,0.775156479539134,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/ours_s3.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/ours_s3_curve.csv
ours,5,0.7575207167967212,0.7547870233144826,0.7561538700556019,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/ours_s5.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/ours_s5_curve.csv
ours,7,0.7844646896143673,0.7844646896143673,0.7844646896143673,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/ours_s7.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/ours_s7_curve.csv
ours,11,0.7408237990517604,0.7294351458348788,0.7351294724433196,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/ours_s11.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite/multi_task/glue3_roberta/final/ours_s11_curve.csv
