step,train_step_loss,train_acc,train_loss,val_acc,val_loss,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
30.0,0.6720330019791921,0.6080398663662332,0.6783881996486633,0.5963113021236407,0.6802477576387824,0.684981723488481,0.5496537685394287,0.0,0.4503461718559265,0.0
50.0,0.689681738615036,0.625745881252294,0.6657657208799713,0.6160076283075439,0.6690007867126138,0.6096066901529277,0.0,0.0,0.7014190554618835,0.29858097434043884
