method,seed,step,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
baseline,2,5.0,1.2838516963852777,0.41654571890830994,0.26946476101875305,0.14348256587982178,0.17050701379776
ours,2,5.0,1.2704253246386845,0.3300515413284302,0.35562610626220703,0.0883869081735611,0.22593538463115692
