method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,1588.4144341395818,26.280861876124945,0.6542117057874567,0.01789634736931776,3611.599609375,0.0
cagrad,8001.796402735798,886.0803104224236,7.735345862113592,0.8643735992221845,3616.25546875,0.3391164991562634
ours,3010.3827579247763,91.45615953470904,2.4680782554748233,0.0882988688634927,2894.58349609375,0.0
