method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.7814570640441706,0.018325273188046606,0.09834396051228064,0.09918772017912819,0.24648145942539373,0.06683033805493015,0.6426806166768074,0.10225185919289599,0.5558801499025257,0.11416652072076984,1.211479999964827,0.19927311639559428,150.26667193446082,132.84057410283492,0.4,0.1224744871391589,0.4414007366358958,0.10921753174627838,0.02203063858565389,0.03436943345390819,0.3701158263075111,0.05352626823172516
cagrad,0.7782371758740727,0.023519972920522225,0.11308559696096876,0.16994276394855334,0.2746672912808535,0.16530175217667695,0.5666768968105316,0.17400356546911422,0.5442966152930782,0.08322395897514487,1.1545660898084467,0.16821113573072702,119518876770.83533,239037751803.9439,0.45,0.1,0.5180251980441863,0.11756622713036956,0.019698019202881438,0.023188318777183064,0.4612808114200317,0.24159872797010906
ours,0.7868480332150143,0.018680254835874,0.09256807002302929,0.10922306106197582,0.29333738318248664,0.12724254600079374,0.5743415594100952,0.17180937068789479,0.5219798549375635,0.1174864594217243,1.2057949481698362,0.15105875103364677,252.02897961094587,99.5393995373702,0.45,0.10000000000000002,0.44985013732134743,0.0901596580121229,0.0392596999132048,0.03007687947730283,0.44080177246361385,0.1530329817689247
