method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.eps,method.ours.lambda_align,train.lr
ours,coord_03_anchor,coord:method.ours.eps,1,0.6163272192311616,0.0,0.6163272192311616,0.6163272192311616,1e-08,0.001,2e-05
ours,coord_02_anchor,coord:method.ours.lambda_align,1,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1e-08,0.001,2e-05
ours,coord_01_anchor,coord:train.lr,1,0.5771115329566517,0.0,0.5771115329566517,0.5771115329566517,1e-08,0.001,2e-05
