method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,train.grad_clip,train.lr,train.weight_decay,method.baseline_cagrad.c,method.baseline_cagrad.inner_lr,method.ours.eps,method.ours.lambda_align
baseline,local_t2_048,local,2,0.6459892433459222,0.008597160142697624,0.6459892433459222,0.6459892433459222,1.460949919099,3.4604319e-05,0.039038373487,,,,
baseline,local_t3_067,local,2,0.6457972303273711,0.008747281571186538,0.6457972303273711,0.6457972303273711,1.907842524324,3.5913223e-05,0.039919260865,,,,
baseline,local_t3_058,local,2,0.6450067867260296,0.009314629974135624,0.6462024679762634,0.6438111054757958,1.907842524324,1.7956611e-05,0.039919260865,,,,
baseline,local_t2_050,local,2,0.6449386351266373,0.009455888251810929,0.6449386351266373,0.6449386351266373,2.0,3.4604319e-05,0.039038373487,,,,
baseline,local_t2_042,local,2,0.6447387027481584,0.0034828598412932066,0.6447387027481584,0.6447387027481584,1.460949919099,1.730216e-05,0.049038373487,,,,
baseline,local_t3_070,local,2,0.6437777129524227,0.011069971443135873,0.6437777129524227,0.6437777129524227,1.907842524324,3.5913223e-05,0.049919260865,,,,
baseline,local_t3_060,local,2,0.6432690386502771,0.007865720085270422,0.6432690386502771,0.6432690386502771,1.607842524324,1.7956611e-05,0.049919260865,,,,
baseline,local_t3_063,local,2,0.6429126830066377,0.026316013244959024,0.648077566257768,0.6377477997555074,1.607842524324,3.5913223e-05,0.029919260865,,,,
baseline,local_t3_054,local,2,0.6428379983948287,0.0038336262634016127,0.6428379983948287,0.6428379983948287,1.607842524324,1.7956611e-05,0.029919260865,,,,
baseline,local_t1_011,local,2,0.6425075584712601,0.004622506777365865,0.6425075584712601,0.6425075584712601,1.084341501893,3.0940969e-05,0.015574910713,,,,
baseline,local_t1_005,local,2,0.6424110627460347,0.0010646526760180186,0.6424110627460347,0.6424110627460347,1.084341501893,1.5470484e-05,0.025574910713,,,,
baseline,coarse_065,coarse,2,0.6423053157492493,0.00039764773207517923,0.6423053157492493,0.6423053157492493,1.7145490043870675,1.0049751516381059e-05,0.028596494841512967,,,,
baseline,local_t3_059,local,2,0.6422109854408655,0.0022351972755117466,0.6439171819156918,0.6405047889660391,2.0,1.7956611e-05,0.039919260865,,,,
baseline,coarse_042,coarse,2,0.6417970642088637,0.007473445245129773,0.6417970642088637,0.6417970642088637,1.3439279049939248,4.2190561873805296e-05,0.02540644405202889,,,,
baseline,local_t1_015,local,2,0.6413326314300424,0.0001435735699233387,0.6413326314300424,0.6413326314300424,0.5,3.0940969e-05,0.035574910713,,,,
baseline,local_t1_012,local,2,0.6407016587961152,0.006911474682831487,0.6407016587961152,0.6407016587961152,0.5,3.0940969e-05,0.025574910713,,,,
baseline,coarse_023,coarse,2,0.640602326749516,0.010993802216450299,0.640602326749516,0.640602326749516,1.1442045685777846,2.5615781751517532e-05,0.014184126715471135,,,,
baseline,coarse_021,coarse,2,0.6403116009808572,0.002102524313580212,0.6403116009808572,0.6403116009808572,1.6495355094550301,1.321926318123557e-05,0.037836655414450186,,,,
baseline,local_t2_038,local,2,0.6401967794523781,0.005671340528393465,0.6438035155589787,0.6365900433457774,2.0,1.730216e-05,0.029038373487,,,,
baseline,local_t2_036,local,2,0.6397457838521092,0.0007549005072756687,0.6412666919068163,0.6382248757974022,1.460949919099,1.730216e-05,0.029038373487,,,,
baseline,local_t3_064,local,2,0.6397170834187058,0.005481947501619955,0.6397170834187058,0.6397170834187058,1.907842524324,3.5913223e-05,0.029919260865,,,,
baseline,coarse_058,coarse,2,0.6396502983719594,0.009798022698850883,0.6396502983719594,0.6396502983719594,0.8719435833819924,9.567572801973745e-06,0.016080078054856544,,,,
baseline,local_t2_053,local,2,0.6395988896935785,0.009835097067118104,0.6406311919044748,0.638566587482682,2.0,3.4604319e-05,0.049038373487,,,,
baseline,local_t1_004,local,2,0.6394128688634533,0.00040849673202614234,0.6394128688634533,0.6394128688634533,0.784341501893,1.5470484e-05,0.025574910713,,,,
baseline,local_t1_002,local,2,0.6393501884233612,0.005501428476639425,0.6393501884233612,0.6393501884233612,1.084341501893,1.5470484e-05,0.015574910713,,,,
baseline,local_t1_008,local,2,0.6392305298782223,0.002002769505220936,0.6392305298782223,0.6392305298782223,1.084341501893,1.5470484e-05,0.035574910713,,,,
baseline,local_t2_049,local,2,0.6391412013080537,0.0086055022643855,0.6391412013080537,0.6391412013080537,1.760949919099,3.4604319e-05,0.039038373487,,,,
baseline,coarse_019,coarse,2,0.6391149759397374,0.0104660697010453,0.6391149759397374,0.6391149759397374,0.9134971611924845,1.0971837003555041e-05,0.04174420264162351,,,,
baseline,local_t1_010,local,2,0.6384442891509005,0.0021003072886978114,0.6384442891509005,0.6384442891509005,0.784341501893,3.0940969e-05,0.015574910713,,,,
baseline,local_t3_066,local,2,0.6380826737288411,0.006276820204010214,0.6380826737288411,0.6380826737288411,1.607842524324,3.5913223e-05,0.039919260865,,,,
baseline,coarse_022,coarse,2,0.6380461203896997,0.0028892860700277523,0.6397988220720573,0.6362934187073419,0.6032967871589558,2.077724856504641e-05,0.03819235712291283,,,,
baseline,coarse_048,coarse,2,0.6376448890800959,0.005087981614438852,0.6376448890800959,0.6376448890800959,1.1283181320666282,1.2815433369441393e-05,0.02981432286465806,,,,
baseline,coarse_default,coarse,2,0.6375193316651804,0.0006680470021944163,0.6375193316651804,0.6375193316651804,1.0,2e-05,0.01,,,,
baseline,coarse_070,coarse,2,0.6374761322001079,0.0040038479634013635,0.6374761322001079,0.6374761322001079,1.2838205606870428,2.073372154502096e-05,0.0069328653851573226,,,,
baseline,local_t2_041,local,2,0.6370405645762451,0.003280287676171778,0.6370405645762451,0.6370405645762451,2.0,1.730216e-05,0.039038373487,,,,
baseline,local_t3_055,local,2,0.6369341318287788,0.007496251757472927,0.6400145535806615,0.6338537100768962,1.907842524324,1.7956611e-05,0.029919260865,,,,
baseline,local_t2_039,local,2,0.6365203088641428,0.0033977489912933034,0.6377825637802428,0.6352580539480428,1.460949919099,1.730216e-05,0.039038373487,,,,
baseline,coarse_093,coarse,2,0.6362673898737569,0.004786406845828983,0.6362673898737569,0.6362673898737569,0.7250951531804,1.5442862746259778e-05,0.0015749087644664319,,,,
baseline,local_t3_062,local,2,0.6361657941429505,0.0050404343486560865,0.6363124769206012,0.6360191113652998,2.0,1.7956611e-05,0.049919260865,,,,
baseline,local_t2_045,local,2,0.6361610037856151,0.0205898918415362,0.6404199877642849,0.6319020198069456,1.460949919099,3.4604319e-05,0.029038373487,,,,
baseline,coarse_046,coarse,2,0.6360038283155839,0.007338317012976159,0.6360038283155839,0.6360038283155839,1.0493059943080016,3.787839062237896e-05,0.035134476512755294,,,,
baseline,local_t2_033,local,2,0.6354606261131642,0.007242337368160268,0.6354606261131642,0.6354606261131642,1.460949919099,8.65108e-06,0.049038373487,,,,
baseline,local_t1_022,local,2,0.6350015662262773,0.010250760954201188,0.6350015662262773,0.6350015662262773,0.784341501893,6.1881938e-05,0.025574910713,,,,
baseline,local_t1_016,local,2,0.6343814425923011,0.004312393352336852,0.6343814425923011,0.6343814425923011,0.784341501893,3.0940969e-05,0.035574910713,,,,
baseline,local_t2_032,local,2,0.6340530083127348,0.007810840942875319,0.635030008619476,0.6330760080059936,2.0,8.65108e-06,0.039038373487,,,,
baseline,coarse_035,coarse,2,0.6340366683586187,0.005660181880196846,0.6340366683586187,0.6340366683586187,0.944406062561788,2.7149530224175317e-05,0.018567868980460568,,,,
baseline,coarse_054,coarse,2,0.6338487599467217,0.008809962011278594,0.6338487599467217,0.6338487599467217,1.1717015375252238,7.423547539702884e-06,0.022216140515744272,,,,
baseline,coarse_040,coarse,2,0.6337780816742014,0.011465190769448574,0.6340712358486227,0.6334849274997798,1.309127964096765,4.0372902098406946e-05,0.02706913974132745,,,,
baseline,local_t1_021,local,2,0.6336943373768473,0.00646916266567199,0.6336943373768473,0.6336943373768473,0.5,6.1881938e-05,0.025574910713,,,,
baseline,coarse_063,coarse,2,0.6334181424530336,0.0036543498265732555,0.6334181424530336,0.6334181424530336,1.993628974217088,6.353258553222019e-06,0.010919561592701445,,,,
baseline,local_t1_006,local,2,0.6330096457210074,0.002726752554210621,0.6330096457210074,0.6330096457210074,0.5,1.5470484e-05,0.035574910713,,,,
baseline,coarse_060,coarse,2,0.6328149264616239,0.0006556667280420148,0.6332069383128436,0.6324229146104043,1.8137558205025113,1.2251722153884872e-05,0.04778642978578271,,,,
baseline,local_t1_009,local,2,0.6326196861731148,0.004451960582971648,0.6350517066193779,0.6301876657268517,0.5,3.0940969e-05,0.015574910713,,,,
baseline,local_t2_043,local,2,0.6325804930473308,0.008883914213081878,0.6325804930473308,0.6325804930473308,1.760949919099,1.730216e-05,0.049038373487,,,,
baseline,local_t1_003,local,2,0.6324671561337285,0.0054223296099306095,0.6324671561337285,0.6324671561337285,0.5,1.5470484e-05,0.025574910713,,,,
baseline,local_t2_034,local,2,0.6320103132717241,0.006198763395552809,0.6320103132717241,0.6320103132717241,1.760949919099,8.65108e-06,0.049038373487,,,,
baseline,local_t2_029,local,2,0.6319881925100619,0.004653682275856552,0.6319881925100619,0.6319881925100619,2.0,8.65108e-06,0.029038373487,,,,
baseline,coarse_074,coarse,2,0.6313973567928048,0.005155189422945294,0.6313973567928048,0.6313973567928048,1.030114211037085,1.2386200278889128e-05,0.013494588168738282,,,,
baseline,coarse_032,coarse,2,0.6312687834888113,0.009714639657783686,0.6345566144224752,0.6279809525551472,1.0991965510639725,2.3635753729136203e-05,0.0408691537428544,,,,
baseline,coarse_062,coarse,2,0.6310222525841518,0.002440131392205891,0.6310222525841518,0.6310222525841518,1.0091435689024826,7.146477674932759e-06,0.03887715402417386,,,,
baseline,local_t2_027,local,2,0.630906698645667,0.002986302824378839,0.630906698645667,0.630906698645667,1.460949919099,8.65108e-06,0.029038373487,,,,
baseline,local_t3_057,local,2,0.630651252982153,0.007557823685123921,0.630651252982153,0.630651252982153,1.607842524324,1.7956611e-05,0.039919260865,,,,
baseline,coarse_077,coarse,2,0.6306366556831182,0.015457292601337824,0.6316745937748701,0.6295987175913662,0.6007699264517421,5.147687620396458e-05,0.014564341957309507,,,,
baseline,local_t2_035,local,2,0.6305252728054774,0.006800870874521081,0.6305252728054774,0.6305252728054774,2.0,8.65108e-06,0.049038373487,,,,
baseline,local_t2_028,local,2,0.6304318396286547,0.001396557419598432,0.6304318396286547,0.6304318396286547,1.760949919099,8.65108e-06,0.029038373487,,,,
baseline,local_t2_030,local,2,0.6301998346201239,0.009985363422297333,0.6315796957780357,0.6288199734622121,1.460949919099,8.65108e-06,0.039038373487,,,,
baseline,local_t2_051,local,2,0.6298851938266806,0.01817289145606793,0.6328498502591985,0.6269205373941628,1.460949919099,3.4604319e-05,0.049038373487,,,,
baseline,local_t1_019,local,2,0.6294281395837962,0.00891450717697334,0.6324305045272214,0.626425774640371,0.784341501893,6.1881938e-05,0.015574910713,,,,
baseline,coarse_061,coarse,2,0.6292993598476389,0.0053663935631351745,0.6292993598476389,0.6292993598476389,1.7207486730407595,1.0452959415893783e-05,0.027885024351891538,,,,
baseline,local_t2_037,local,2,0.6288944466931411,0.0005714530096033732,0.6290131614473942,0.628775731938888,1.760949919099,1.730216e-05,0.029038373487,,,,
baseline,local_t3_069,local,2,0.6280070329967731,0.021107362840305677,0.634796683717624,0.6212173822759222,1.607842524324,3.5913223e-05,0.049919260865,,,,
baseline,local_t1_020,local,2,0.6277330034898008,0.01172537518225697,0.6277330034898008,0.6277330034898008,1.084341501893,6.1881938e-05,0.015574910713,,,,
baseline,coarse_088,coarse,2,0.6276910772587248,0.005147501238762675,0.6281961679833419,0.6271859865341076,1.668473410228203,1.2012020608800127e-05,0.03845252104879002,,,,
baseline,coarse_092,coarse,2,0.6276328259196813,0.004272256435666921,0.6276328259196813,0.6276328259196813,1.0981233057424684,5.2579638885550156e-05,0.013675353411627907,,,,
baseline,local_t1_001,local,2,0.6275281209811476,0.0033063165097567127,0.6286046647153681,0.626451577246927,0.784341501893,1.5470484e-05,0.015574910713,,,,
baseline,coarse_091,coarse,2,0.62733988312614,0.0072816287613099995,0.62733988312614,0.62733988312614,1.5251530607490926,3.710248000928236e-05,0.03065040365845942,,,,
baseline,coarse_086,coarse,2,0.6272412884382628,0.001407617800429417,0.628240409506666,0.6262421673698595,1.5413634935183667,6.752656432333652e-06,0.01066616203153905,,,,
baseline,coarse_016,coarse,2,0.6267111275170952,0.010317123239187431,0.6267111275170952,0.6267111275170952,0.8890289121552182,6.168716453116709e-05,0.008463106457837433,,,,
baseline,local_t1_018,local,2,0.6266447652321091,0.01063713692456525,0.6266447652321091,0.6266447652321091,0.5,6.1881938e-05,0.015574910713,,,,
baseline,coarse_001,coarse,2,0.6258115498761713,0.001203369434416346,0.6258115498761713,0.6258115498761713,0.8533607505639282,6.110024420884288e-06,0.01628032324695163,,,,
baseline,local_t3_078,local,2,0.6256715598837763,0.008223132633310037,0.6263919593552376,0.6249511604123151,1.607842524324,7.1826446e-05,0.049919260865,,,,
baseline,local_t2_031,local,2,0.6256070901292782,0.0018826881983218247,0.6256070901292782,0.6256070901292782,1.760949919099,8.65108e-06,0.039038373487,,,,
baseline,local_t1_007,local,2,0.6254301240359816,0.012050442213891122,0.6317950045248799,0.6190652435470831,0.784341501893,1.5470484e-05,0.035574910713,,,,
baseline,coarse_017,coarse,2,0.6250875668271816,0.0028861252542594085,0.6250875668271816,0.6250875668271816,0.8097588872632304,8.194967528844872e-06,0.009124563849356315,,,,
baseline,local_t3_080,local,2,0.6241806721557941,0.0025696435383690264,0.6259058285765142,0.622455515735074,2.0,7.1826446e-05,0.049919260865,,,,
baseline,coarse_056,coarse,2,0.6232691370024779,0.008746126399420573,0.6240114458547211,0.6225268281502345,1.138205177772758,4.581038643330557e-05,0.03182041584787165,,,,
baseline,coarse_006,coarse,2,0.6217487033175719,0.0012254901960784825,0.6217487033175719,0.6217487033175719,1.4539100743062634,4.807335376445626e-06,0.0081057845587435,,,,
baseline,local_t1_023,local,2,0.6216823410325858,0.01048819046270738,0.6240890799014185,0.619275602163753,1.084341501893,6.1881938e-05,0.025574910713,,,,
baseline,coarse_082,coarse,2,0.6215555153323898,0.0030084235860409203,0.6215555153323898,0.6215555153323898,0.5087846221921188,7.164438105606034e-06,0.02909786407821632,,,,
baseline,coarse_027,coarse,2,0.6206166462983161,0.004609017990772291,0.6206166462983161,0.6206166462983161,1.3559511137995206,4.730384734315544e-05,0.015409605795898652,,,,
baseline,coarse_014,coarse,2,0.6196840988957791,0.003676470588235281,0.6196840988957791,0.6196840988957791,1.8059857226951448,0.00014630871590359066,0.016637243093758226,,,,
baseline,coarse_028,coarse,2,0.6196840988957791,0.003676470588235281,0.6196840988957791,0.6196840988957791,0.7786681407409107,4.583036864652797e-06,0.0061987050786701916,,,,
baseline,local_t3_072,local,2,0.6185633136382345,0.0025556853306906158,0.6185633136382345,0.6185633136382345,1.607842524324,7.1826446e-05,0.029919260865,,,,
baseline,local_t3_079,local,2,0.6179713227492114,0.002938266342646212,0.6196840988957791,0.6162585466026436,1.907842524324,7.1826446e-05,0.049919260865,,,,
baseline,coarse_064,coarse,2,0.6175975850932043,0.001655896308886573,0.6178348032208304,0.6173603669655781,1.9120811856332662,6.595049205884214e-05,0.01653768474006433,,,,
baseline,local_t3_074,local,2,0.6173297124962133,0.0013220841886694146,0.6186517966848827,0.6160076283075439,2.0,7.1826446e-05,0.029919260865,,,,
baseline,coarse_000,coarse,2,0.6172331185036223,0.001225490196078427,0.6172331185036223,0.6172331185036223,1.9402618210733533,3.0561322966883563e-06,0.025684015685516044,,,,
baseline,local_t3_073,local,2,0.6172331185036223,0.001225490196078427,0.6172331185036223,0.6172331185036223,1.907842524324,7.1826446e-05,0.029919260865,,,,
baseline,coarse_005,coarse,2,0.6168865033474927,0.0008788750399488787,0.6171261965402061,0.6166468101547794,1.7304425644952983,2.853290737656749e-06,0.04654500667037646,,,,
baseline,local_t1_024,local,2,0.6168246217715961,0.0008169934640522847,0.6176416152356484,0.6160076283075439,0.5,6.1881938e-05,0.035574910713,,,,
baseline,coarse_079,coarse,2,0.616813561390765,0.0008059330832212441,0.6176194944739863,0.6160076283075439,1.6099037433433157,8.801002431114161e-05,0.03873494750483626,,,,
baseline,coarse_038,coarse,2,0.6166203734055831,0.0006127450980392135,0.6172331185036223,0.6160076283075439,1.0095757123229911,0.00011237902819415101,0.02360988467473772,,,,
baseline,coarse_029,coarse,2,0.6165348397938231,0.000527211486279211,0.6170620512801023,0.6160076283075439,1.0038087598038539,8.846808193662898e-05,0.031408442876503066,,,,
baseline,coarse_085,coarse,2,0.6164071169620661,0.0003994886545222176,0.6164870146929705,0.6163272192311616,1.4281573722295322,3.7352448540485567e-06,0.021260591130462653,,,,
baseline,local_t1_025,local,2,0.6161190776393743,0.0006688925257145595,0.6174263064888043,0.6148118487899444,0.784341501893,6.1881938e-05,0.035574910713,,,,
baseline,coarse_003,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.0666242038149125,0.0005843483351802731,0.03687901562444499,,,,
baseline,coarse_004,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.6797763073801129,0.00417913039069514,0.030035404444395748,,,,
baseline,coarse_007,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.3790896343336967,0.0014365238198788802,0.003961659908800858,,,,
baseline,coarse_008,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.8591684975800048,0.0004102661289547511,0.030376442871247297,,,,
baseline,coarse_009,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.958316409237987,0.0023176453472078242,0.030606918240340005,,,,
baseline,coarse_010,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.0994463588268961,0.00010992623916907593,0.044842418610040166,,,,
baseline,coarse_011,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.8968059445987184,0.003189310397702715,0.04278132224472931,,,,
baseline,coarse_012,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.6066809402187763,0.0007966293619303333,0.04256365979801894,,,,
baseline,coarse_013,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.7575303756759398,0.00028556502923783654,0.0010622144755378816,,,,
baseline,coarse_015,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.576468676288897,0.00015302552784250223,0.021474294987115002,,,,
baseline,coarse_018,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.2964687704813853,0.000764638116371557,0.04242326766094853,,,,
baseline,coarse_020,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.5991339589599287,0.003880920474331612,0.049336118670291196,,,,
baseline,coarse_024,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.8000467630896964,0.0027054377941515472,0.01176340870902573,,,,
baseline,coarse_025,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.8968831977776304,0.0001409858023564095,0.0034396857323407415,,,,
baseline,coarse_030,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.3107857243106664,0.002716854416336374,0.008453809183764793,,,,
baseline,coarse_031,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.709015527146608,0.00041265337380283766,0.03164818570637452,,,,
baseline,coarse_033,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.9402210879997797,0.001551223528536159,0.02879783236094338,,,,
baseline,coarse_034,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.157707029232975,9.496392144222906e-05,0.03916975941162214,,,,
baseline,coarse_036,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.5418714182940887,0.0003197263509787757,0.006340052824956983,,,,
baseline,coarse_037,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.8673190283388099,0.00015968343034754954,0.027770713537631886,,,,
baseline,coarse_039,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.8366617089178723,0.00016783861005651446,0.0216834055202559,,,,
baseline,coarse_041,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.3693773025942235,0.003485849537901515,0.029745622393084682,,,,
baseline,coarse_043,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.6787924445410258,0.00011794569661265448,0.01665289908988458,,,,
baseline,coarse_044,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.4627159363540598,2.5868891355768966e-06,0.017899350413060285,,,,
baseline,coarse_045,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.2114314615998234,0.00410978016956378,0.019400976320649722,,,,
baseline,coarse_051,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.5222683581129912,0.0009385513562966174,0.033756073258623585,,,,
baseline,coarse_052,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.2920826358423088,0.0011874930097877522,0.01414602858140701,,,,
baseline,coarse_053,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.7166782793738893,0.0007965105227386766,0.00014128124364710116,,,,
baseline,coarse_059,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.2236580183498307,4.144361053574671e-06,0.014583327606779085,,,,
baseline,coarse_067,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.988473763509701,0.00031647133929165556,0.04853979877164985,,,,
baseline,coarse_068,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.5841063362138097,0.0004489300493840163,0.017891935081921866,,,,
baseline,coarse_069,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.0158402407769949,0.0041482252116559004,0.03209128151499558,,,,
baseline,coarse_071,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.5772319563761178,0.00010809181210298636,0.036528434420371986,,,,
baseline,coarse_072,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.6090905545390053,0.00020676181140955152,0.04942350860887392,,,,
baseline,coarse_073,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.8960162044298339,0.00011674760269335797,0.03159441355627736,,,,
baseline,coarse_075,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.5063408600291104,2.3187210901637475e-06,0.02492850280994964,,,,
baseline,coarse_076,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.4650838028757456,0.0016377418092694037,0.006378043877456514,,,,
baseline,coarse_078,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.4514020702832593,0.0005172853832136564,0.0377319130002127,,,,
baseline,coarse_080,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.9037441296350693,0.0012527331213455634,0.010841396608203087,,,,
baseline,coarse_081,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.1075856121103016,0.0018791744035068442,0.0036382507539425516,,,,
baseline,coarse_083,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.3949694036039317,0.0003817010588208357,0.03302361777045134,,,,
baseline,coarse_084,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.0015117976828352,0.0003836382728673341,0.02839601949947685,,,,
baseline,coarse_087,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.8819676845965677,0.0039571434968667185,0.03734520342119506,,,,
baseline,coarse_089,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.6753049201689236,0.00010706657924398746,0.009371986972797341,,,,
baseline,coarse_090,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.5705820490111844,0.002855629281618978,0.03852275940742664,,,,
baseline,coarse_094,coarse,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.5186502592940182,0.0034075410442481516,0.010707933361910671,,,,
baseline,local_t3_076,local,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.907842524324,7.1826446e-05,0.039919260865,,,,
baseline,local_t1_026,local,2,0.6141366346326931,0.013799983080480416,0.6248839526038086,0.6033893166615777,1.084341501893,6.1881938e-05,0.035574910713,,,,
baseline,local_t3_077,local,2,0.6138464298931601,0.002161198414383836,0.6160076283075439,0.6116852314787762,2.0,7.1826446e-05,0.039919260865,,,,
baseline,coarse_026,coarse,2,0.6115091625170409,0.004498465790502948,0.6160076283075439,0.607010696726538,1.855961325748447,7.976644770170517e-05,0.02191168353438096,,,,
baseline,coarse_002,coarse,2,0.6074291969349948,0.008578431372549045,0.6160076283075439,0.5988507655624458,1.0238418365306654,9.047754223534923e-05,0.019260338628309656,,,,
