method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.7916088379479913,0.013045413924555422,0.010435479024750824,0.053586345278127605,0.1878176869900423,0.2287493481996675,0.5973290771245956,0.13641075243310471,0.6533276032007108,0.08578756879891923,0.6235957424146671,0.08511718414062902,8.51676941838681,3.567232574238377,0.7,0.09999999999999999,0.6828570279741177,0.00637997631699404,-0.009413926508148127,0.0730776966419532,0.298893393023366,0.1845503681042013
ours,0.785212235339544,0.014129650586317348,0.0661597274382604,0.02800425827187086,0.057828615832213236,0.20863949488521571,0.5576805233955383,0.09581997273105894,0.7024710205120124,0.1323524593436867,0.5983013846391371,0.1932161583100308,115338659291.76274,230677318570.3662,0.7,0.09999999999999999,0.6784947425954873,0.012173180134999724,-0.009487696380668785,0.0765792401869288,0.2777675497015874,0.07680422515303022
