method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,709.0667105537956,1.7568344157189935,0.3151562140697031,0.011800925281988542,4594.6923828125,0.0
cagrad,915.3685009650187,11.744126486518699,0.6123659229125595,0.004414087782796804,4594.6923828125,0.0
ours,714.7469255501986,2.698859440856387,0.3350763793656719,0.009507038279459949,4594.7158203125,0.0
