method,seed,step,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
baseline,2,1000.0,0.4161110561246906,0.06328906863927841,0.06081680208444595,0.3386591970920563,0.5372350215911865
baseline,3,1000.0,0.3061778381843429,0.03239157423377037,0.04776360094547272,0.43814265727996826,0.4817022979259491
baseline,5,1000.0,0.671378425742745,0.2130168080329895,0.4492012560367584,0.31027641892433167,0.027505606412887573
baseline,7,1000.0,0.6666657623401188,0.5943422317504883,0.1812252700328827,0.01598944328725338,0.20844313502311707
baseline,11,1000.0,0.6369271941133354,0.3040299415588379,0.4144915044307709,0.23659074306488037,0.04488782212138176
cagrad,2,1000.0,0.5014539711742194,0.5018280744552612,0.2656254768371582,0.046785205602645874,0.1857612580060959
cagrad,3,1000.0,0.5758930569521357,0.3024866580963135,0.09623562544584274,0.10050822049379349,0.5007695555686951
cagrad,5,1000.0,0.6462964469345037,0.4222182631492615,0.19390127062797546,0.22163139283657074,0.16224908828735352
cagrad,7,1000.0,0.5227226892533285,0.2878497838973999,0.3719789385795593,0.11338075250387192,0.22679051756858826
cagrad,11,1000.0,0.5779449276975777,0.006890734191983938,0.48455536365509033,0.11350914090871811,0.3950447738170624
ours,2,1000.0,0.3321198156164011,0.4690842032432556,0.03931412845849991,0.04973107948899269,0.44187065958976746
ours,3,1000.0,0.6119441994691154,0.6189562678337097,0.005600376520305872,0.15614855289459229,0.21929486095905304
ours,5,1000.0,0.38961092702748545,0.528037428855896,0.21457096934318542,0.010692710988223553,0.24669890105724335
ours,7,1000.0,0.5078878790032563,0.3166848421096802,0.4741485118865967,0.0021706726402044296,0.20699602365493774
ours,11,1000.0,0.5486992472776007,0.608299195766449,0.03559204936027527,0.0004869929689448327,0.355621874332428
