method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
baseline,5,0.8685920577617328,0.0062944389076399695,0.847653429602888,0.0175971951002945,0.8581227436823105,0.010500389582851261
ours,5,0.8649819494584838,0.008420147140570869,0.8375451263537906,0.01250578200410739,0.8512635379061372,0.0035371693036579965
cagrad,5,0.8613718411552347,0.010854365616153733,0.8310469314079423,0.019020851801183358,0.8462093862815884,0.007606970218666258
