method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
baseline,5,0.768231046931408,0.011951585095485096,0.7501805054151625,0.019292980817165906,0.7592057761732851,0.010500389582851226
cagrad,5,0.7530685920577618,0.008724220919562884,0.7306859205776173,0.02893496737835937,0.7418772563176895,0.015485639414821119
ours,5,0.7155234657039712,0.0705736931886637,0.6837545126353791,0.08294140349905776,0.699638989169675,0.07656153728122202
