method,expert,purity_mean,purity_std
baseline,e0,0.4135485291481018,0.0
baseline,e1,0.483943909406662,0.0
baseline,e2,0.5410593152046204,0.0
baseline,e3,0.5127441883087158,0.0
cagrad,e0,0.5805027484893799,0.0
cagrad,e1,0.4408492147922516,0.0
cagrad,e2,0.533399760723114,0.0
cagrad,e3,0.4901867210865021,0.0
ours,e0,0.39032670855522156,0.0
ours,e1,0.4983379542827606,0.0
ours,e2,0.5342366695404053,0.0
ours,e3,0.6214554905891418,0.0
