method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.5884396054030525,0.0,-0.13821967030568483,0.0,-0.14267754833906737,0.0,0.487823985517025,0.0,0.9169259398070363,0.0,0.1473949035626305,0.0,1.4908868833351345,0.0,1.0,0.0,1.3600412022184443,0.0,-0.01196489854857933,0.0,0.3555443071791107,0.0
cagrad,0.6182447647728683,0.0,-0.11059082474628257,0.0,-0.02651736206727226,0.0,0.5112346112728119,0.0,0.9110367104290575,0.0,0.37628938242323606,0.0,2.9315037561229875,0.0,0.75,0.0,1.3002747163452484,0.0,0.01935071388896543,0.0,0.34554371052178184,0.0
ours,0.42507230724851985,0.0,-0.24005774746291184,0.0,-0.22993217465635293,0.0,0.5110892057418823,0.0,0.9127941352638091,0.0,0.7281498040974373,0.0,6.741313365427613,0.0,0.75,0.0,1.1186054839442174,0.0,0.05433312488109732,0.0,0.5454346830163307,0.0
