method,row,col,value
baseline,glue/rte,glue/rte,1.0
baseline,glue/rte,glue/mrpc,0.1804783364346378
baseline,glue/rte,glue/cola,-0.5827007112550462
baseline,glue/mrpc,glue/rte,0.1804783364346378
baseline,glue/mrpc,glue/mrpc,1.0
baseline,glue/mrpc,glue/cola,-0.012436636096646103
baseline,glue/cola,glue/rte,-0.5827007112550462
baseline,glue/cola,glue/mrpc,-0.012436636096646103
baseline,glue/cola,glue/cola,1.0
cagrad,glue/rte,glue/rte,1.0
cagrad,glue/rte,glue/mrpc,0.5362591766214335
cagrad,glue/rte,glue/cola,-0.6074667097620823
cagrad,glue/mrpc,glue/rte,0.5362591766214335
cagrad,glue/mrpc,glue/mrpc,1.0
cagrad,glue/mrpc,glue/cola,-0.26056494109819894
cagrad,glue/cola,glue/rte,-0.6074667097620823
cagrad,glue/cola,glue/mrpc,-0.26056494109819894
cagrad,glue/cola,glue/cola,1.0
ours,glue/rte,glue/rte,1.0
ours,glue/rte,glue/mrpc,-0.46487651260979496
ours,glue/rte,glue/cola,-0.6539914344145347
ours,glue/mrpc,glue/rte,-0.46487651260979496
ours,glue/mrpc,glue/mrpc,1.0
ours,glue/mrpc,glue/cola,0.3986947046355942
ours,glue/cola,glue/rte,-0.6539914344145347
ours,glue/cola,glue/mrpc,0.3986947046355942
ours,glue/cola,glue/cola,1.0
