method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,-0.014643391149180238
baseline,e0,e2,-0.01180680314562016
baseline,e0,e3,0.029345466948970705
baseline,e1,e0,-0.014643391149180238
baseline,e1,e1,1.0
baseline,e1,e2,-0.002950971779390814
baseline,e1,e3,-0.014622139564926553
baseline,e2,e0,-0.01180680314562016
baseline,e2,e1,-0.002950971779390814
baseline,e2,e2,1.0
baseline,e2,e3,-0.05711155260132892
baseline,e3,e0,0.029345466948970705
baseline,e3,e1,-0.014622139564926553
baseline,e3,e2,-0.05711155260132892
baseline,e3,e3,1.0
cagrad,e0,e0,1.0
cagrad,e0,e1,-0.0007764137668484398
cagrad,e0,e2,0.0422070712271434
cagrad,e0,e3,0.03483282891558614
cagrad,e1,e0,-0.0007764137668484398
cagrad,e1,e1,1.0
cagrad,e1,e2,0.002501073697810022
cagrad,e1,e3,-0.003460422691425041
cagrad,e2,e0,0.0422070712271434
cagrad,e2,e1,0.002501073697810022
cagrad,e2,e2,1.0
cagrad,e2,e3,0.0408001459515265
cagrad,e3,e0,0.03483282891558614
cagrad,e3,e1,-0.003460422691425041
cagrad,e3,e2,0.0408001459515265
cagrad,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,0.04853419909812655
ours,e0,e2,0.02328889203000668
ours,e0,e3,0.04183983356516991
ours,e1,e0,0.04853419909812655
ours,e1,e1,1.0
ours,e1,e2,0.048942243150512106
ours,e1,e3,0.07677352478783389
ours,e2,e0,0.02328889203000668
ours,e2,e1,0.048942243150512106
ours,e2,e2,1.0
ours,e2,e3,0.08662005665493476
ours,e3,e0,0.04183983356516991
ours,e3,e1,0.07677352478783389
ours,e3,e2,0.08662005665493476
ours,e3,e3,1.0
