method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,57.31879742303863,0.0,0.5834217662923038,0.0,3924.916015625,0.0
cagrad,60.3839229978621,0.0,3.4909504749812186,0.0,3927.916015625,0.0
ours,58.21698728809133,0.0,0.7681067837402225,0.0,3726.24658203125,0.0
