method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,train.grad_clip,train.lr,train.weight_decay,method.baseline_cagrad.c,method.baseline_cagrad.inner_lr,method.ours.lambda_align
baseline,coord_02_train_weight_decay_002,coord:train.weight_decay,2,0.7871928417569858,0.005967077034407742,0.7871928417569858,0.7871928417569858,1.0,3.073869450200515e-05,0.03175375624865879,,,
baseline,coord_03_train_grad_clip_002,coord:train.grad_clip,2,0.7846151095872982,0.016139561708152783,0.7846151095872982,0.7846151095872982,0.5277354059107395,3.073869450200515e-05,0.03175375624865879,,,
baseline,coord_03_train_grad_clip_007,coord:train.grad_clip,2,0.7830264532016867,0.020177689393383713,0.7830264532016867,0.7830264532016867,0.6972133520518287,3.073869450200515e-05,0.03175375624865879,,,
baseline,local_var_topk_010,local_var_topk,2,0.7819294421996767,0.01049312212437642,0.7819294421996767,0.7819294421996767,0.5,3.0738695e-05,0.031753756249,,,
baseline,local_var_topk_025,local_var_topk,2,0.7815383274540748,0.005147570186768091,0.7815383274540748,0.7815383274540748,0.827735405911,6.1477389e-05,0.031753756249,,,
baseline,coord_03_train_grad_clip_003,coord:train.grad_clip,2,0.7810762583617954,0.03388899108617083,0.7810762583617954,0.7810762583617954,0.8690175238301865,3.073869450200515e-05,0.03175375624865879,,,
baseline,coord_03_train_grad_clip_005,coord:train.grad_clip,2,0.7809281093145418,0.0223261346157404,0.7809281093145418,0.7809281093145418,0.6271934850757253,3.073869450200515e-05,0.03175375624865879,,,
baseline,coord_03_train_grad_clip_009,coord:train.grad_clip,2,0.779732021011317,0.015240113087331197,0.779732021011317,0.779732021011317,1.5112336071971466,3.073869450200515e-05,0.03175375624865879,,,
baseline,local_var_topk_016,local_var_topk,2,0.778939217773857,0.022452242317526017,0.778939217773857,0.778939217773857,0.827735405911,3.0738695e-05,0.031753756249,,,
baseline,coord_03_train_grad_clip_006,coord:train.grad_clip,2,0.7784987543421962,0.008228028094114492,0.7784987543421962,0.7784987543421962,1.4235623362774221,3.073869450200515e-05,0.03175375624865879,,,
baseline,coord_01_train_lr_008,coord:train.lr,2,0.7784423110454988,0.018010209151226864,0.7784423110454988,0.7784423110454988,1.0,3.073869450200515e-05,0.0,,,
