method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.8368231046931408,0.018464565852049693,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0384768366839423,0.19814039682500337,103.80020393077673,124.7604065079447,0.45,0.10000000000000002,0.2988903919281943,0.04295709233353444,-0.0027484580364182725,0.03748264834060381,0.0,0.0
cagrad,0.8353790613718413,0.018633195524280083,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0215075990548466,0.20979825509232555,85.41455837573231,63.7856594351742,0.45,0.10000000000000002,0.2921920566352266,0.0632460972026863,0.0015522644132852815,0.060177979256489156,0.0,0.0
ours,0.8346570397111913,0.015041636574729001,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1388550414401473,0.1663275555823199,361.0241767832964,457.50994463428947,0.5,0.0,0.33967949423118615,0.10968042582385128,0.01075974656095161,0.03694805138316138,0.0,0.0
