method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,local_var_topk_009,local_var_topk,2,0.678773988718239,0.00974034399697421,0.6790784811085613,0.6784694963279168,2.6282096e-05,0.9919648274387669,1.6931018e-05,0.0
ours,local_var_topk_021,local_var_topk,2,0.6784935442610806,0.008526889785788638,0.6784935442610806,0.6784935442610806,5.2564191e-05,0.9919648274387669,3.3862035e-05,0.0
ours,local_var_topk_003,local_var_topk,2,0.6784532108096795,0.015038922473422422,0.6784532108096795,0.6784532108096795,5.2564191e-05,0.9919648274387669,8.465509e-06,0.0
ours,local_var_topk_013,local_var_topk,2,0.6781655596077341,0.015198283155160308,0.6781879582044659,0.6781431610110022,5.2564191e-05,0.9919648274387669,1.6931018e-05,0.009265879002
ours,coord_04_method_ours_lambda_align_009,coord:method.ours.lambda_align,2,0.6778097914474103,0.014842804848217095,0.6796246525407342,0.6759949303540862,0.015927567086443106,0.9919648274387669,1.6931017748355704e-05,0.009265879001556105
ours,coord_03_train_grad_clip_010,coord:train.grad_clip,2,0.6771028143083528,0.014575829382787286,0.6815222943456613,0.6726833342710443,0.001,1.2734488306242047,1.6931017748355704e-05,0.009265879001556105
ours,local_var_topk_010,local_var_topk,2,0.6769605804266158,0.01852116301822415,0.6769605804266158,0.6769605804266158,2.6282096e-05,0.9919648274387669,1.6931018e-05,0.009265879002
ours,coord_04_method_ours_lambda_align_008,coord:method.ours.lambda_align,2,0.6766217983813592,0.009091476098107731,0.6766217983813592,0.6766217983813592,0.016143208138898024,0.9919648274387669,1.6931017748355704e-05,0.009265879001556105
ours,coord_04_method_ours_lambda_align_006,coord:method.ours.lambda_align,2,0.676540679024499,0.007724363540229484,0.676540679024499,0.676540679024499,0.013468899586781935,0.9919648274387669,1.6931017748355704e-05,0.009265879001556105
ours,local_var_topk_015,local_var_topk,2,0.676498035229566,0.0045546796723680005,0.676498035229566,0.676498035229566,0.000105128383,0.9919648274387669,1.6931018e-05,0.0
ours,local_var_topk_016,local_var_topk,2,0.6764976124678059,0.0030456308626874984,0.6764976124678059,0.6764976124678059,0.000105128383,0.9919648274387669,1.6931018e-05,0.009265879002
ours,coord_01_train_lr_008,coord:train.lr,2,0.6753618736036562,0.004079977600356999,0.6753618736036562,0.6753618736036562,0.001,1.0,9.799696331767565e-06,0.01
ours,coord_01_train_lr_000,coord:train.lr,2,0.6746664658562445,0.0035409492866191328,0.6746664658562445,0.6746664658562445,0.001,1.0,3.483800361181956e-05,0.01
ours,local_var_topk_017,local_var_topk,2,0.6742060047756978,0.003142573386294867,0.6742060047756978,0.6742060047756978,0.000105128383,0.9919648274387669,1.6931018e-05,0.019265879002
ours,coord_02_train_weight_decay_007,coord:train.weight_decay,2,0.673921693957225,0.018316123564569742,0.673921693957225,0.673921693957225,0.001,1.0,1.6931017748355704e-05,0.005634744022938704
ours,local_var_topk_005,local_var_topk,2,0.673599596155344,0.006014207385439341,0.673599596155344,0.673599596155344,5.2564191e-05,0.9919648274387669,8.465509e-06,0.019265879002
ours,local_var_topk_024,local_var_topk,2,0.6734902309400165,0.006775131894316777,0.6734902309400165,0.6734902309400165,0.000105128383,0.9919648274387669,3.3862035e-05,0.0
ours,coord_02_train_weight_decay_002,coord:train.weight_decay,2,0.6732382705866653,0.00038566335522316475,0.6732382705866653,0.6732382705866653,0.001,1.0,1.6931017748355704e-05,0.04430050277988751
ours,coord_02_train_weight_decay_003,coord:train.weight_decay,2,0.6721604585671643,0.006198497578793927,0.6721604585671643,0.6721604585671643,0.001,1.0,1.6931017748355704e-05,0.00034654617512255295
ours,coord_03_train_grad_clip_001,coord:train.grad_clip,2,0.6717415355969474,0.002597154158992754,0.6717415355969474,0.6717415355969474,0.001,1.1953276801381858,1.6931017748355704e-05,0.009265879001556105
ours,coord_02_train_weight_decay_000,coord:train.weight_decay,2,0.6716337681100109,0.0030734539593949006,0.6716337681100109,0.6716337681100109,0.001,1.0,1.6931017748355704e-05,0.0037451510781109144
ours,coord_03_train_grad_clip_003,coord:train.grad_clip,2,0.6712277146298962,0.013187316454941811,0.6713778360583849,0.6710775932014073,0.001,1.888120197704135,1.6931017748355704e-05,0.009265879001556105
ours,coord_02_train_weight_decay_001,coord:train.weight_decay,2,0.6710885751097376,0.006201113328814678,0.6710885751097376,0.6710885751097376,0.001,1.0,1.6931017748355704e-05,0.04164557575300149
ours,coord_03_train_grad_clip_005,coord:train.grad_clip,2,0.6705976857868547,0.01683863837412619,0.6723005765192225,0.6688947950544871,0.001,0.7780371314321872,1.6931017748355704e-05,0.009265879001556105
ours,local_var_topk_007,local_var_topk,2,0.6703289825124923,0.002987344882630416,0.6703289825124923,0.6703289825124923,0.000105128383,0.9919648274387669,8.465509e-06,0.009265879002
ours,local_var_topk_020,local_var_topk,2,0.6698840971628799,0.021628719288295184,0.6719656092272395,0.6678025850985205,2.6282096e-05,0.9919648274387669,3.3862035e-05,0.019265879002
ours,coord_04_method_ours_lambda_align_003,coord:method.ours.lambda_align,2,0.6696882029368658,0.018859232448340035,0.6696882029368658,0.6696882029368658,0.00029690279889229014,0.9919648274387669,1.6931017748355704e-05,0.009265879001556105
ours,coord_02_train_weight_decay_004,coord:train.weight_decay,2,0.6695164230982049,0.017312130838492645,0.6695164230982049,0.6695164230982049,0.001,1.0,1.6931017748355704e-05,0.014367514730246106
ours,local_var_topk_014,local_var_topk,2,0.6688404567360828,0.00985269046036591,0.6688404567360828,0.6688404567360828,5.2564191e-05,0.9919648274387669,1.6931018e-05,0.019265879002
ours,coord_02_train_weight_decay_005,coord:train.weight_decay,2,0.667877446450196,0.00210913579849753,0.667877446450196,0.667877446450196,0.001,1.0,1.6931017748355704e-05,0.008112802310274775
ours,local_var_topk_004,local_var_topk,2,0.6670841474395749,0.004044830403591493,0.6670841474395749,0.6670841474395749,5.2564191e-05,0.9919648274387669,8.465509e-06,0.009265879002
ours,local_var_topk_000,local_var_topk,2,0.6662616085854786,0.0013410441345631519,0.6662616085854786,0.6662616085854786,2.6282096e-05,0.9919648274387669,8.465509e-06,0.0
ours,local_var_topk_001,local_var_topk,2,0.6653385782712604,0.012140060637440386,0.6653385782712604,0.6653385782712604,2.6282096e-05,0.9919648274387669,8.465509e-06,0.009265879002
ours,coord_03_train_grad_clip_009,coord:train.grad_clip,2,0.6647238911555706,0.001852937930112708,0.6647238911555706,0.6647238911555706,0.001,0.820192140932037,1.6931017748355704e-05,0.009265879001556105
ours,coord_04_method_ours_lambda_align_004,coord:method.ours.lambda_align,2,0.6635077455497016,0.005270187691290451,0.6635077455497016,0.6635077455497016,6.501195005403481e-05,0.9919648274387669,1.6931017748355704e-05,0.009265879001556105
ours,local_var_topk_002,local_var_topk,2,0.6628792557574157,0.000379498668687861,0.6628792557574157,0.6628792557574157,2.6282096e-05,0.9919648274387669,8.465509e-06,0.019265879002
ours,local_var_topk_025,local_var_topk,2,0.6628507002507026,0.024745905760199416,0.6689973225578685,0.6567040779435367,0.000105128383,0.9919648274387669,3.3862035e-05,0.009265879002
ours,coord_01_anchor,coord:train.lr,2,0.6621881562209843,0.00015824439274247926,0.6652375155878907,0.6591387968540778,0.001,1.0,2e-05,0.01
ours,coord_04_method_ours_lambda_align_002,coord:method.ours.lambda_align,2,0.6620036864599255,0.0052544818798144766,0.6620036864599255,0.6620036864599255,1.1815413739837088e-05,0.9919648274387669,1.6931017748355704e-05,0.009265879001556105
ours,local_var_topk_022,local_var_topk,2,0.6611964999375727,0.004493620997288783,0.6611964999375727,0.6611964999375727,5.2564191e-05,0.9919648274387669,3.3862035e-05,0.009265879002
ours,local_var_topk_008,local_var_topk,2,0.6608932956273957,0.013437450731994871,0.662186581115296,0.6596000101394954,0.000105128383,0.9919648274387669,8.465509e-06,0.019265879002
ours,coord_04_method_ours_lambda_align_000,coord:method.ours.lambda_align,2,0.6606576405871469,0.0011112561509149521,0.6609842537391313,0.6603310274351626,3.691944060168533e-05,0.9919648274387669,1.6931017748355704e-05,0.009265879001556105
ours,coord_04_method_ours_lambda_align_005,coord:method.ours.lambda_align,2,0.6576661246436726,0.004436854273122071,0.6602119245601632,0.655120324727182,0.0013757459538083201,0.9919648274387669,1.6931017748355704e-05,0.009265879001556105
ours,coord_01_train_lr_004,coord:train.lr,2,0.6558946743963012,5.245073663256994e-05,0.6558946743963012,0.6558946743963012,0.001,1.0,5.91411225362692e-06,0.01
ours,coord_01_train_lr_001,coord:train.lr,2,0.6428957287047463,0.019326594867184743,0.6428957287047463,0.6428957287047463,0.001,1.0,4.111515743183418e-06,0.01
ours,coord_01_train_lr_005,coord:train.lr,2,0.6424104950575842,0.018227096866092807,0.643638902875375,0.6411820872397934,0.001,1.0,4.46028624326249e-05,0.01
ours,local_var_topk_019,local_var_topk,2,0.6365240571632267,0.0018140622291285546,0.6444547213727962,0.6285933929536569,2.6282096e-05,0.9919648274387669,3.3862035e-05,0.009265879002
ours,local_var_topk_026,local_var_topk,2,0.6267440972787083,0.010736468971164426,0.6267440972787083,0.6267440972787083,0.000105128383,0.9919648274387669,3.3862035e-05,0.019265879002
ours,coord_01_train_lr_010,coord:train.lr,2,0.621149705046331,0.005142076738787138,0.6262917817851181,0.6160076283075439,0.001,1.0,8.970036802432437e-05,0.01
ours,coord_01_train_lr_003,coord:train.lr,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.001,1.0,0.002073797345547276,0.01
ours,coord_01_train_lr_006,coord:train.lr,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.001,1.0,0.00018894207073174286,0.01
ours,coord_01_train_lr_007,coord:train.lr,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.001,1.0,0.0009742492105537776,0.01
ours,coord_01_train_lr_009,coord:train.lr,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.001,1.0,0.0005669721431582879,0.01
