method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,coord_04_method_ours_lambda_align_010,coord:method.ours.lambda_align,2,0.7033370372919194,0.003914455766880931,0.7033370372919194,0.7033370372919194,5.2564191451111136e-05,0.9919648274387669,1.6931017748355704e-05,0.009265879001556105
ours,coord_02_train_weight_decay_008,coord:train.weight_decay,2,0.6988204740460702,0.007110232094679203,0.6988204740460702,0.6988204740460702,0.001,1.0,1.6931017748355704e-05,0.009265879001556105
ours,coord_03_train_grad_clip_008,coord:train.grad_clip,2,0.6931086869527611,0.0065224589258248145,0.6931086869527611,0.6931086869527611,0.001,0.9919648274387669,1.6931017748355704e-05,0.009265879001556105
ours,coord_03_train_grad_clip_000,coord:train.grad_clip,2,0.6921168511016453,0.017298602462169077,0.6921168511016453,0.6921168511016453,0.001,1.594082469249858,1.6931017748355704e-05,0.009265879001556105
ours,coord_02_anchor,coord:train.weight_decay,2,0.6920756721267238,0.0030472526277004475,0.6920756721267238,0.6920756721267238,0.001,1.0,1.6931017748355704e-05,0.01
ours,coord_04_method_ours_lambda_align_007,coord:method.ours.lambda_align,2,0.690534695613682,0.004224396693800536,0.690534695613682,0.690534695613682,0.001970680318407577,0.9919648274387669,1.6931017748355704e-05,0.009265879001556105
ours,local_var_topk_006,local_var_topk,2,0.6895584623579603,0.006473400180705635,0.6895584623579603,0.6895584623579603,0.000105128383,0.9919648274387669,8.465509e-06,0.0
ours,coord_02_train_weight_decay_006,coord:train.weight_decay,2,0.688802128843849,0.00028864165215591875,0.688802128843849,0.688802128843849,0.001,1.0,1.6931017748355704e-05,0.03456878451370884
ours,local_var_topk_012,local_var_topk,2,0.6869092109420675,0.01219528406909487,0.6869092109420675,0.6869092109420675,5.2564191e-05,0.9919648274387669,1.6931018e-05,0.0
ours,coord_03_train_grad_clip_004,coord:train.grad_clip,2,0.686392194518234,0.00039061348539770613,0.686392194518234,0.686392194518234,0.001,1.23610214958761,1.6931017748355704e-05,0.009265879001556105
ours,coord_04_anchor,coord:method.ours.lambda_align,2,0.6846739620585147,0.005049599371161284,0.6846739620585147,0.6846739620585147,0.001,0.9919648274387669,1.6931017748355704e-05,0.009265879001556105
ours,coord_03_train_grad_clip_007,coord:train.grad_clip,2,0.6845661945715784,0.005154437218074459,0.6845661945715784,0.6845661945715784,0.001,0.9778028381241367,1.6931017748355704e-05,0.009265879001556105
ours,local_var_topk_023,local_var_topk,2,0.6841521284128864,0.011786944282069944,0.6841521284128864,0.6841521284128864,5.2564191e-05,0.9919648274387669,3.3862035e-05,0.019265879002
ours,coord_04_method_ours_lambda_align_001,coord:method.ours.lambda_align,2,0.6841227422288017,0.013047788814037176,0.6864801911767702,0.6817652932808331,0.004407043446866011,0.9919648274387669,1.6931017748355704e-05,0.009265879001556105
ours,coord_03_train_grad_clip_006,coord:train.grad_clip,2,0.6836396393574673,0.006648109659389667,0.6836396393574673,0.6836396393574673,0.001,1.7615721587592104,1.6931017748355704e-05,0.009265879001556105
ours,local_var_topk_018,local_var_topk,2,0.6836099286789883,0.006271250777344306,0.6836099286789883,0.6836099286789883,2.6282096e-05,0.9919648274387669,3.3862035e-05,0.0
ours,coord_03_train_grad_clip_002,coord:train.grad_clip,2,0.682579646958243,0.001096580379379597,0.682579646958243,0.682579646958243,0.001,1.0161765270105294,1.6931017748355704e-05,0.009265879001556105
ours,local_var_topk_011,local_var_topk,2,0.6822085144478648,0.005381966466231791,0.6822085144478648,0.6822085144478648,2.6282096e-05,0.9919648274387669,1.6931018e-05,0.019265879002
ours,coord_03_anchor,coord:train.grad_clip,2,0.6820589486895154,0.01778897075592617,0.6820589486895154,0.6820589486895154,0.001,1.0,1.6931017748355704e-05,0.009265879001556105
ours,coord_01_train_lr_002,coord:train.lr,2,0.6799668506141261,0.003703251626691162,0.6799668506141261,0.6799668506141261,0.001,1.0,1.6931017748355704e-05,0.01
ours,coord_02_train_weight_decay_010,coord:train.weight_decay,2,0.6797320608922625,0.0040678362785038225,0.6797320608922625,0.6797320608922625,0.001,1.0,1.6931017748355704e-05,0.025364782818545862
ours,coord_02_train_weight_decay_009,coord:train.weight_decay,2,0.679173998401887,0.0015620552164525847,0.679173998401887,0.679173998401887,0.001,1.0,1.6931017748355704e-05,0.009393496225261684
