method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,train.grad_clip,train.lr,train.weight_decay,method.ours.lambda_align
baseline,coord_01_anchor,coord:train.lr,2,0.6952962161295495,0.0005311046977712897,0.6952962161295495,0.6952962161295495,1.0,2e-05,0.01,
baseline,coord_03_train_grad_clip_009,coord:train.grad_clip,2,0.6881112714446047,0.005772005772005762,0.6881112714446047,0.6881112714446047,1.5112336071971466,2e-05,0.007589584457877514,
baseline,local_var_topk_016,local_var_topk,2,0.6873296456629789,0.01126342793009466,0.6873296456629789,0.6873296456629789,1.811233607197,2e-05,0.007589584458,
baseline,coord_03_train_grad_clip_010,coord:train.grad_clip,2,0.6866682700016034,0.0283189033189033,0.6866682700016034,0.6866682700016034,1.3976850553319569,2e-05,0.007589584457877514,
baseline,local_var_topk_022,local_var_topk,2,0.685686227352894,0.006473464806798113,0.685686227352894,0.685686227352894,1.511233607197,4e-05,0.007589584458,
baseline,local_var_topk_023,local_var_topk,2,0.6836018919352252,0.019039602372935782,0.6836018919352252,0.6836018919352252,1.511233607197,4e-05,0.017589584458,
baseline,coord_02_train_weight_decay_007,coord:train.weight_decay,2,0.6799142215808882,0.005110630110630177,0.6799142215808882,0.6799142215808882,1.0,2e-05,0.007589584457877514,
baseline,local_var_topk_000,local_var_topk,2,0.6793330126663459,0.0044692961359627525,0.6793330126663459,0.6793330126663459,1.211233607197,1e-05,0.0,
baseline,coord_03_train_grad_clip_005,coord:train.grad_clip,2,0.6790023248356583,0.006864277697611054,0.6790023248356583,0.6790023248356583,0.6271934850757253,2e-05,0.007589584457877514,
baseline,local_var_topk_014,local_var_topk,2,0.6776394901394902,0.013778659611992983,0.6776394901394902,0.6776394901394902,1.511233607197,2e-05,0.017589584458,
baseline,local_var_topk_012,local_var_topk,2,0.6769881353214686,0.009720218053551277,0.6769881353214686,0.6769881353214686,1.511233607197,2e-05,0.0,
baseline,local_var_topk_009,local_var_topk,2,0.6756253006253006,0.01220538720538722,0.6756253006253006,0.6756253006253006,1.211233607197,2e-05,0.0,
baseline,coord_02_train_weight_decay_006,coord:train.weight_decay,2,0.6752745711079045,0.020853375020041587,0.6752745711079045,0.6752745711079045,1.0,2e-05,0.04941338139680235,
baseline,local_var_topk_025,local_var_topk,2,0.6744227994227994,0.021224146224146256,0.6744227994227994,0.6744227994227994,1.811233607197,4e-05,0.007589584458,
baseline,coord_03_train_grad_clip_004,coord:train.grad_clip,2,0.6743827160493827,0.002104377104377053,0.6743827160493827,0.6743827160493827,0.9537451003327635,2e-05,0.007589584457877514,
baseline,coord_01_train_lr_007,coord:train.lr,2,0.6729196729196729,0.008297258297258303,0.6729196729196729,0.6729196729196729,1.0,4.073235308694881e-05,0.01,
baseline,coord_02_train_weight_decay_001,coord:train.weight_decay,2,0.6721831409331409,0.00014530222863551323,0.6741121532788199,0.6702541285874619,1.0,2e-05,0.006765903978014576,
baseline,coord_03_train_grad_clip_002,coord:train.grad_clip,2,0.6694825236491904,0.017606621773288478,0.6694825236491904,0.6694825236491904,0.5277354059107395,2e-05,0.007589584457877514,
baseline,local_var_topk_003,local_var_topk,2,0.6693622735289402,0.019731040564373914,0.6693622735289402,0.6693622735289402,1.511233607197,1e-05,0.0,
baseline,coord_02_train_weight_decay_002,coord:train.weight_decay,2,0.6691017316017316,0.020632916466249818,0.6755952380952381,0.6626082251082251,1.0,2e-05,0.03175375624865879,
baseline,coord_02_train_weight_decay_003,coord:train.weight_decay,2,0.66623075998076,0.0004659692159691975,0.6662758537758537,0.6661856661856662,1.0,2e-05,0.035318587196151295,
baseline,local_var_topk_006,local_var_topk,2,0.6660453743787077,0.016875100208433524,0.6660453743787077,0.6660453743787077,1.811233607197,1e-05,0.0,
baseline,local_var_topk_015,local_var_topk,2,0.6659050825717492,0.01821789321789319,0.6659050825717492,0.6659050825717492,1.811233607197,2e-05,0.0,
baseline,local_var_topk_008,local_var_topk,2,0.6657848324514991,0.01699535032868371,0.6657848324514991,0.6657848324514991,1.811233607197,1e-05,0.017589584458,
baseline,local_var_topk_001,local_var_topk,2,0.6656244989578324,0.005391213724547039,0.6656244989578324,0.6656244989578324,1.211233607197,1e-05,0.007589584458,
baseline,coord_02_train_weight_decay_005,coord:train.weight_decay,2,0.6644620811287478,0.012586179252845942,0.6644620811287478,0.6644620811287478,1.0,2e-05,0.01546097607936744,
baseline,local_var_topk_002,local_var_topk,2,0.6639610389610389,0.011463844797178047,0.6639610389610389,0.6639610389610389,1.211233607197,1e-05,0.017589584458,
baseline,coord_03_train_grad_clip_000,coord:train.grad_clip,2,0.6631794131794132,0.00998075998076009,0.6642917267917268,0.6620670995670996,0.8623574172053887,2e-05,0.007589584457877514,
baseline,local_var_topk_010,local_var_topk,2,0.6631142776976111,0.03778358986692326,0.6675785634118967,0.6586499919833253,1.211233607197,2e-05,0.007589584458,
baseline,coord_03_train_grad_clip_008,coord:train.grad_clip,2,0.6629489337822672,0.014860910694244056,0.6629489337822672,0.6629489337822672,1.979075829358662,2e-05,0.007589584457877514,
baseline,local_var_topk_018,local_var_topk,2,0.6601430976430976,0.0015331890331891085,0.6616863075196409,0.6585998877665544,1.211233607197,4e-05,0.0,
baseline,local_var_topk_019,local_var_topk,2,0.6592813051146384,0.03638568221901556,0.6592813051146384,0.6592813051146384,1.211233607197,4e-05,0.007589584458,
baseline,coord_01_train_lr_005,coord:train.lr,2,0.6592011383678049,0.027507215007214925,0.6592011383678049,0.6592011383678049,1.0,1.2632687420587218e-05,0.01,
baseline,coord_03_train_grad_clip_006,coord:train.grad_clip,2,0.6591911175244508,0.007856341189674487,0.659481721981722,0.6589005130671797,1.4235623362774221,2e-05,0.007589584457877514,
baseline,local_var_topk_005,local_var_topk,2,0.658860429693763,0.031635802469135776,0.658860429693763,0.658860429693763,1.511233607197,1e-05,0.017589584458,
baseline,coord_02_train_weight_decay_010,coord:train.weight_decay,2,0.6584345438512105,0.02889510181176852,0.6607944524611191,0.6560746352413019,1.0,2e-05,0.02446709884391641,
baseline,coord_01_train_lr_008,coord:train.lr,2,0.6583894500561167,0.0009018759018759037,0.6583894500561167,0.6583894500561167,1.0,3.073869450200515e-05,0.01,
baseline,coord_03_train_grad_clip_003,coord:train.grad_clip,2,0.6580086580086579,0.02807840307840309,0.6595117845117845,0.6565055315055315,0.8690175238301865,2e-05,0.007589584457877514,
baseline,coord_01_train_lr_003,coord:train.lr,2,0.6563652396985731,0.00641333974667313,0.6563652396985731,0.6563652396985731,1.0,6.110024420884288e-06,0.01,
baseline,coord_02_train_weight_decay_004,coord:train.weight_decay,2,0.6558241141574475,0.02074314574314584,0.6558241141574475,0.6558241141574475,1.0,2e-05,0.012627914022778375,
baseline,local_var_topk_021,local_var_topk,2,0.6557038640371974,0.007375340708674072,0.6557038640371974,0.6557038640371974,1.511233607197,4e-05,0.0,
baseline,local_var_topk_011,local_var_topk,2,0.6556437389770724,0.010040885040885017,0.6556437389770724,0.6556437389770724,1.211233607197,2e-05,0.017589584458,
baseline,coord_02_train_weight_decay_009,coord:train.weight_decay,2,0.6534892576559244,0.009108946608946566,0.6534892576559244,0.6534892576559244,1.0,2e-05,0.007863245139373703,
baseline,local_var_topk_024,local_var_topk,2,0.6533690075356742,0.016804954304954323,0.6533690075356742,0.6533690075356742,1.811233607197,4e-05,0.0,
baseline,coord_03_train_grad_clip_001,coord:train.grad_clip,2,0.6530984447651114,0.014389931056597638,0.6530984447651114,0.6530984447651114,0.9733492506568604,2e-05,0.007589584457877514,
baseline,local_var_topk_013,local_var_topk,2,0.6530984447651114,0.007956549623216291,0.6530984447651114,0.6530984447651114,1.511233607197,2e-05,0.007589584458,
baseline,local_var_topk_007,local_var_topk,2,0.6503126503126503,0.018458393458393507,0.6503126503126503,0.6503126503126503,1.811233607197,1e-05,0.007589584458,
baseline,coord_01_train_lr_004,coord:train.lr,2,0.6498116081449414,0.002585377585377635,0.6498116081449414,0.6498116081449414,1.0,2.5551784142791192e-05,0.01,
baseline,local_var_topk_017,local_var_topk,2,0.649500962000962,0.035343514510181084,0.6557639890973224,0.6432379349046016,1.811233607197,2e-05,0.017589584458,
baseline,coord_03_train_grad_clip_007,coord:train.grad_clip,2,0.6459836459836459,0.005551547218213881,0.6459836459836459,0.6459836459836459,0.6972133520518287,2e-05,0.007589584457877514,
baseline,coord_02_anchor,coord:train.weight_decay,2,0.6445506653839987,0.009209155042488426,0.6489798781465448,0.6401214526214527,1.0,2e-05,0.01,
baseline,local_var_topk_020,local_var_topk,2,0.6432078723745391,0.010531906365239652,0.6432078723745391,0.6432078723745391,1.211233607197,4e-05,0.017589584458,
baseline,local_var_topk_004,local_var_topk,2,0.6417899230399231,0.008071789321789258,0.643999518999519,0.6395803270803271,1.511233607197,1e-05,0.007589584458,
baseline,coord_02_train_weight_decay_000,coord:train.weight_decay,2,0.6397105980439315,0.026284672118005448,0.6473063973063974,0.6321147987814655,1.0,2e-05,0.024742505611920138,
