method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,593.3419426559994,174.21419376077586,0.38275835302561173,0.1132192065818485,3363.041015625,0.0
ours,586.4410405285947,171.54230843069305,0.3717745274925663,0.10892462645997249,2408.568359375,0.0
