method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
ours,5,0.7964339935248848,0.007093625009980285,0.793059802685238,0.009679141209752041,0.7947468981050614,0.007785722917488936
baseline,5,0.7837776794142657,0.020362844370428047,0.7786850199904383,0.02692145651945861,0.781231349702352,0.02353961852050639
