method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.7786850199904383,0.026921456519458608,0.08577756300687746,0.11005128887057328,0.26788809773994027,0.15933237348790003,0.5167379304766655,0.06452621095296422,0.6057187997699564,0.11105409172253003,0.775775616967926,0.19016708434347807,120644307391.09952,241288614145.78937,0.6,0.1224744871391589,0.6838264205803474,0.00930623824859669,0.007200521173944546,0.060755631671993285,0.3542868408298154,0.09771950593228412
ours,0.7930598026852379,0.009679141209752041,0.04004941183471301,0.024730846163438177,0.1431006036404693,0.1784599133679231,0.6541722372174263,0.05619774580587077,0.6446529723102472,0.10128322181830458,0.4858228073948263,0.18524602791562916,3.936257027205457,1.7078874870988732,0.75,0.22360679774997896,0.6699401958604102,0.012977632560293717,0.039094929607292044,0.06591955871611431,0.29192950057294587,0.10307396101168505
