method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,0.031137835842877392
baseline,e0,e2,-0.06779436407548281
baseline,e0,e3,0.045846564675689074
baseline,e1,e0,0.031137835842877392
baseline,e1,e1,1.0
baseline,e1,e2,0.0007649782372123104
baseline,e1,e3,0.06052812135262768
baseline,e2,e0,-0.06779436407548281
baseline,e2,e1,0.0007649782372123104
baseline,e2,e2,1.0
baseline,e2,e3,-0.027280008989256366
baseline,e3,e0,0.045846564675689074
baseline,e3,e1,0.06052812135262768
baseline,e3,e2,-0.027280008989256366
baseline,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,0.18307628674932788
ours,e0,e2,-0.01958521038972338
ours,e0,e3,-0.03394749389568823
ours,e1,e0,0.18307628674932788
ours,e1,e1,1.0
ours,e1,e2,-0.011348641653414615
ours,e1,e3,0.11957714449104093
ours,e2,e0,-0.01958521038972338
ours,e2,e1,-0.011348641653414615
ours,e2,e2,1.0
ours,e2,e3,-0.003202507657790267
ours,e3,e0,-0.03394749389568823
ours,e3,e1,0.11957714449104093
ours,e3,e2,-0.003202507657790267
ours,e3,e3,1.0
