method,expert,score_var,score_mean,score_std
baseline,e0,0.024452242260005832,0.4199144870042801,0.15637212750361182
baseline,e1,0.021406047053960146,0.18559334761812352,0.14630805532833846
baseline,e2,0.0323964329812368,0.18385121493483894,0.17999009134182026
baseline,e3,0.03412321922607451,0.3416527360677719,0.18472471200701468
ours,e0,0.011461854992804676,0.330093689262867,0.10706005320755578
ours,e1,0.018207190496170332,0.2826525613665581,0.13493402275249314
ours,e2,0.00869256353726872,0.29158499762415885,0.0932339183841842
ours,e3,0.012437846290301136,0.3278266191482544,0.11152509264870007
