method,seed,best_val_acc,final_val_acc,score_05_05,reused,summary_json,curve_csv
baseline,2,0.7994517806476487,0.7994517806476487,0.7994517806476487,False,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/baseline_s2.json,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/baseline_s2_curve.csv
baseline,3,0.7500476943133516,0.7296571989750196,0.7398524466441856,False,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/baseline_s3.json,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/baseline_s3_curve.csv
baseline,5,0.7972588857056483,0.7921860839248435,0.7947224848152459,False,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/baseline_s5.json,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/baseline_s5_curve.csv
baseline,7,0.7702911307715974,0.7702911307715974,0.7702911307715974,False,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/baseline_s7.json,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/baseline_s7_curve.csv
baseline,11,0.8018389056330824,0.8018389056330824,0.8018389056330824,False,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/baseline_s11.json,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/baseline_s11_curve.csv
ours,2,0.7830794675828319,0.7830794675828319,0.7830794675828319,False,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/ours_s2.json,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/ours_s2_curve.csv
ours,3,0.7997623168344378,0.7997623168344378,0.7997623168344378,False,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/ours_s3.json,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/ours_s3_curve.csv
ours,5,0.7967562035919288,0.7798852493936946,0.7883207264928117,False,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/ours_s5.json,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/ours_s5_curve.csv
ours,7,0.7985483882534511,0.7985483882534511,0.7985483882534511,False,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/ours_s7.json,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/ours_s7_curve.csv
ours,11,0.8040235913617743,0.8040235913617743,0.8040235913617743,False,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/ours_s11.json,/root/Optimization/MOE-grad-conflict-routing/runs/paper_suite_supplement/appendix/rank/multi_glue3_roberta_r32_lora_e4_k2/final/ours_s11_curve.csv
