step,train_step_loss,train_acc,train_loss,val_acc,val_loss
30.0,0.6952839829027653,0.5091552734375,0.6931827845983207,0.491943359375,0.6941122747957706
60.0,0.6916390061378479,0.50872802734375,0.6927697735372931,0.50244140625,0.6931264447048306
90.0,0.6893175691366196,0.5020751953125,0.6949214127380401,0.495849609375,0.6961210421286523
120.0,0.6926229633390903,0.52593994140625,0.6923683756031096,0.4892578125,0.6933302856050432
150.0,0.6918422058224678,0.520751953125,0.6924525117501616,0.499755859375,0.6933276690542698
180.0,0.6999134533107281,0.50494384765625,0.6927262999815866,0.494384765625,0.6938136946409941
210.0,0.6906918473541737,0.5020751953125,0.6958715096116066,0.495849609375,0.6984308799728751
240.0,0.6961752362549305,0.51068115234375,0.691964965662919,0.50146484375,0.6938343471847475
270.0,0.6907915249466896,0.4979248046875,0.694628483732231,0.504150390625,0.6952889156527817
300.0,0.6930879727005959,0.5355224609375,0.6902309898287058,0.500732421875,0.693645756226033
330.0,0.6903267838060856,0.55255126953125,0.6884072551038116,0.50390625,0.6936440337449312
360.0,0.6979012526571751,0.529296875,0.6910746118519455,0.4951171875,0.6935088108293712
390.0,0.6815451607108116,0.50347900390625,0.6929050413891673,0.495849609375,0.6988875246606767
420.0,0.69113365188241,0.5621337890625,0.6892555934609845,0.505859375,0.6934147137217224
450.0,0.6787311360239983,0.56732177734375,0.6819367103744298,0.5,0.6983808903023601
480.0,0.700130257755518,0.51922607421875,0.6899762778775766,0.507568359375,0.693794067017734
500.0,0.681957695633173,0.5672607421875,0.6867361044278368,0.49560546875,0.6938665430061519
