step,train_step_loss,train_acc,train_loss,val_acc,val_loss
30.0,0.6995714604854584,0.5020751953125,0.6940139547223225,0.495849609375,0.694952332880348
60.0,0.6915826052427292,0.50518798828125,0.6928239675471559,0.50537109375,0.6929446943104267
90.0,0.6913183107972145,0.5020751953125,0.6945061013102531,0.495849609375,0.696043225005269
120.0,0.6933439299464226,0.5316162109375,0.6925012100255117,0.494873046875,0.6933250287547708
150.0,0.6930546723306179,0.52197265625,0.6926477249944583,0.4931640625,0.6934671206399798
180.0,0.7016260363161564,0.5059814453125,0.6924887989880517,0.49462890625,0.6939890081994236
210.0,0.6905355639755726,0.5020751953125,0.6949623773107305,0.495849609375,0.6973106013610959
240.0,0.6989804953336716,0.5008544921875,0.6924888086505234,0.501953125,0.6938457852229476
270.0,0.6923198439180851,0.498291015625,0.6936840403359383,0.50341796875,0.694052834995091
300.0,0.6914860680699348,0.5234375,0.6909114979207516,0.5068359375,0.6937664421275258
330.0,0.6971286050975323,0.550537109375,0.6892392910085618,0.494384765625,0.6939909481443465
360.0,0.681255754083395,0.5020751953125,0.717026314814575,0.495849609375,0.7195792282000184
390.0,0.6788324415683746,0.50238037109375,0.7011512226890773,0.49609375,0.7108154939487576
420.0,0.6908911019563675,0.5020751953125,0.7092593802371994,0.495849609375,0.7092229500412941
450.0,0.6938530877232552,0.5587158203125,0.6834011108148843,0.48779296875,0.6985321161337197
480.0,0.695082638412714,0.55255126953125,0.6879110665759072,0.50048828125,0.6941962940618396
500.0,0.6890601851046085,0.56890869140625,0.6851385369664058,0.49365234375,0.69581802142784
