step,train_step_loss,train_acc,train_loss,val_acc,val_loss
30.0,0.6944271624088287,0.50408935546875,0.693236913299188,0.49560546875,0.6940005328506231
60.0,0.6940135695040226,0.5087890625,0.6927057350985706,0.498291015625,0.6932877865619957
90.0,0.6929910071194172,0.50250244140625,0.6936493788380176,0.49658203125,0.6949651655741036
120.0,0.689958356320858,0.50732421875,0.6925412762211636,0.502685546875,0.6929052057676017
150.0,0.6939386688172817,0.536865234375,0.6920418000081554,0.49609375,0.6934385146014392
180.0,0.705027848482132,0.50848388671875,0.6922919970238581,0.49462890625,0.6937459455803037
210.0,0.6901489160954952,0.5020751953125,0.6962586145382375,0.495849609375,0.6992685073055327
240.0,0.6954976171255112,0.5108642578125,0.6916733863763511,0.504150390625,0.6933555174618959
270.0,0.6894819512963295,0.49774169921875,0.6941255426499993,0.50390625,0.6960627753287554
300.0,0.6887541934847832,0.53619384765625,0.6878725764108822,0.503173828125,0.6956244055181742
330.0,0.6925474293529987,0.550048828125,0.6898163624573499,0.501708984375,0.6932744388468564
360.0,0.6928547769784927,0.54058837890625,0.6903467867523432,0.507568359375,0.693592521827668
390.0,0.6778296232223511,0.5106201171875,0.6926369338762015,0.49755859375,0.7032562061212957
420.0,0.6881215199828148,0.5020751953125,0.6933542151236907,0.495849609375,0.696563707664609
450.0,0.6912734135985374,0.57012939453125,0.6833617858355865,0.5078125,0.6943841404281557
480.0,0.7055304236710072,0.5166015625,0.6891794592374936,0.500244140625,0.6949830460362136
500.0,0.6868487372994423,0.57757568359375,0.6843878119252622,0.496826171875,0.6942830956541002
