step,train_step_loss,train_acc,train_loss,val_acc,val_loss
30.0,0.6970891952514648,0.50262451171875,0.6942319485824555,0.50341796875,0.6946136634796858
60.0,0.6933394186198711,0.51702880859375,0.692721085390076,0.509521484375,0.6929655862040818
90.0,0.6936694383621216,0.50946044921875,0.6927262108074501,0.50732421875,0.6933443560265005
120.0,0.6981387510895729,0.50262451171875,0.6944149830378592,0.50341796875,0.6947149033658206
150.0,0.6947831623256207,0.49786376953125,0.6934914253652096,0.497802734375,0.6943991044536233
180.0,0.6938668675720692,0.52581787109375,0.6917300989152864,0.513671875,0.6927774287760258
210.0,0.6939527951180935,0.50262451171875,0.693374648806639,0.50341796875,0.6939978390000761
240.0,0.6877272054553032,0.497802734375,0.693142571602948,0.49609375,0.6940301014110446
270.0,0.6896704398095608,0.52294921875,0.6912163491360843,0.505615234375,0.6934490655548871
300.0,0.6915219165384769,0.5108642578125,0.6923581132432446,0.50439453125,0.6933645945973694
330.0,0.6963447965681553,0.54730224609375,0.6913378026802093,0.50927734375,0.6928154844790697
360.0,0.6880980506539345,0.5386962890625,0.69051533495076,0.506591796875,0.6933687645941973
390.0,0.6877318657934666,0.5203857421875,0.6900085024535656,0.49755859375,0.6951570138335228
420.0,0.6831401064991951,0.50799560546875,0.6910395110026002,0.504150390625,0.6948702479712665
450.0,0.7056828625500202,0.55963134765625,0.6844747947761789,0.51318359375,0.6936926036141813
480.0,0.6930066756904125,0.51806640625,0.6895124276634306,0.5009765625,0.6947027649730444
500.0,0.6843559667468071,0.5692138671875,0.682415047311224,0.517578125,0.6940664388239384
