method,row,col,value
baseline,glue/rte,glue/rte,1.0
baseline,glue/rte,glue/mrpc,0.0424439007414109
baseline,glue/rte,glue/sst2,0.005291711860820318
baseline,glue/rte,glue/cola,0.09271379852978473
baseline,glue/mrpc,glue/rte,0.0424439007414109
baseline,glue/mrpc,glue/mrpc,1.0
baseline,glue/mrpc,glue/sst2,0.04596974761504544
baseline,glue/mrpc,glue/cola,0.09104850172797611
baseline,glue/sst2,glue/rte,0.005291711860820318
baseline,glue/sst2,glue/mrpc,0.04596974761504544
baseline,glue/sst2,glue/sst2,1.0
baseline,glue/sst2,glue/cola,0.03012014476979945
baseline,glue/cola,glue/rte,0.09271379852978473
baseline,glue/cola,glue/mrpc,0.09104850172797611
baseline,glue/cola,glue/sst2,0.03012014476979945
baseline,glue/cola,glue/cola,1.0
ours,glue/rte,glue/rte,1.0
ours,glue/rte,glue/mrpc,0.026970359831856906
ours,glue/rte,glue/sst2,-0.03529551264089602
ours,glue/rte,glue/cola,0.12056664720265235
ours,glue/mrpc,glue/rte,0.026970359831856906
ours,glue/mrpc,glue/mrpc,1.0
ours,glue/mrpc,glue/sst2,0.021348592157284966
ours,glue/mrpc,glue/cola,0.07948544757355787
ours,glue/sst2,glue/rte,-0.03529551264089602
ours,glue/sst2,glue/mrpc,0.021348592157284966
ours,glue/sst2,glue/sst2,1.0
ours,glue/sst2,glue/cola,0.051932721845911946
ours,glue/cola,glue/rte,0.12056664720265235
ours,glue/cola,glue/mrpc,0.07948544757355787
ours,glue/cola,glue/sst2,0.051932721845911946
ours,glue/cola,glue/cola,1.0
