method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,0.11255528846088758
baseline,e0,e2,-0.04434121856061722
baseline,e0,e3,-0.021152791605552845
baseline,e0,e4,-0.08546461196661094
baseline,e0,e5,-0.018398167493206923
baseline,e1,e0,0.11255528846088758
baseline,e1,e1,1.0
baseline,e1,e2,-0.03255414193393004
baseline,e1,e3,-0.042873200575667667
baseline,e1,e4,0.023631440974440792
baseline,e1,e5,-0.0533405952844487
baseline,e2,e0,-0.04434121856061722
baseline,e2,e1,-0.03255414193393004
baseline,e2,e2,1.0
baseline,e2,e3,0.16996268062464778
baseline,e2,e4,-0.041175846826482974
baseline,e2,e5,-0.057530789545616856
baseline,e3,e0,-0.021152791605552845
baseline,e3,e1,-0.042873200575667667
baseline,e3,e2,0.16996268062464778
baseline,e3,e3,1.0
baseline,e3,e4,-0.059806125795778174
baseline,e3,e5,0.02382295065110144
baseline,e4,e0,-0.08546461196661094
baseline,e4,e1,0.023631440974440792
baseline,e4,e2,-0.041175846826482974
baseline,e4,e3,-0.059806125795778174
baseline,e4,e4,1.0
baseline,e4,e5,-0.1710284953766898
baseline,e5,e0,-0.018398167493206923
baseline,e5,e1,-0.0533405952844487
baseline,e5,e2,-0.057530789545616856
baseline,e5,e3,0.02382295065110144
baseline,e5,e4,-0.1710284953766898
baseline,e5,e5,1.0
ours,e0,e0,1.0
ours,e0,e1,-0.2367007806757738
ours,e0,e2,-0.12181612661474632
ours,e0,e3,-0.0038526976906635563
ours,e0,e4,-0.08319219353709632
ours,e0,e5,0.16409263975740468
ours,e1,e0,-0.2367007806757738
ours,e1,e1,1.0
ours,e1,e2,0.11874764011617334
ours,e1,e3,-0.041745693193605014
ours,e1,e4,-0.12112865078645729
ours,e1,e5,-0.013339879199263754
ours,e2,e0,-0.12181612661474632
ours,e2,e1,0.11874764011617334
ours,e2,e2,1.0
ours,e2,e3,0.10277886030392583
ours,e2,e4,-0.08550783230420299
ours,e2,e5,0.026134416843406533
ours,e3,e0,-0.0038526976906635563
ours,e3,e1,-0.041745693193605014
ours,e3,e2,0.10277886030392583
ours,e3,e3,1.0
ours,e3,e4,0.0010489066023773217
ours,e3,e5,-0.06715222572767346
ours,e4,e0,-0.08319219353709632
ours,e4,e1,-0.12112865078645729
ours,e4,e2,-0.08550783230420299
ours,e4,e3,0.0010489066023773217
ours,e4,e4,1.0
ours,e4,e5,-0.014183076829196627
ours,e5,e0,0.16409263975740468
ours,e5,e1,-0.013339879199263754
ours,e5,e2,0.026134416843406533
ours,e5,e3,-0.06715222572767346
ours,e5,e4,-0.014183076829196627
ours,e5,e5,1.0
