method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,497.1877069985843,4.918540925161352,0.21015834975733888,0.0024452297345220974,2756.44267578125,0.09999999999999999
cagrad,2980.762347145006,508.70794897414726,2.8398322407818286,0.4767121938088901,2756.49267578125,0.0
ours,1429.606404572213,24.531545297481454,1.1695191625231645,0.017844283689065963,2768.05732421875,1.0173494974687902
