method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,504.2200213423959,1.7639270650296601,0.21622966150731662,0.009783330675392622,2922.12236328125,0.39999999999999997
cagrad,745.6894829474011,9.089186083675573,0.5687863292448252,0.00479521343158995,2922.32236328125,0.4898979485566356
ours,683.796668732725,184.00618030045067,0.4752936723815743,0.12391523914195114,2767.75732421875,0.0
